m0,IC without masks,IC with masks,GRBT fatalities,Optimal* fatalities,Optimal fatalities,SRA1 fatalities,SRA2 fatalities
0.68,0.137277785,-0.176397031,0.000346792,0.000343621,0.000345651,0.000387937,0.000370167
0.69,0.115969311,-0.183496922,0.000342159,0.000339138,0.000341011,0.000379725,0.000363571
0.7,0.095270062,-0.190393549,0.000337594,0.000334721,0.000336445,0.000371816,0.000357161
0.71,0.075154335,-0.19709546,0.000333097,0.000330368,0.000331951,0.000364199,0.00035093
0.72,0.055597866,-0.203610719,0.000328668,0.000326079,0.000327529,0.00035686,0.000344874
0.73,0.036577722,-0.209946945,0.000324306,0.000321854,0.000323179,0.000349791,0.00033899
0.74,0.018072223,-0.216111337,0.000320012,0.000317692,0.000318899,0.000342979,0.000333271
0.75,6.09E-05,-0.222110698,0.000315783,0.000313594,0.000314689,0.000336416,0.000327714
0.76,-0.013428072,-0.173389559,0.000322315,0.000309558,0.000310548,0.000330091,0.000322315
0.77,-0.026762415,-0.180056728,0.000317069,0.000305584,0.000306477,0.000323994,0.000317069
0.78,-0.040096754,-0.186723895,0.000311972,0.000301673,0.000302474,0.000318118,0.000311972
0.79,-0.053431091,-0.193391058,0.00030702,0.000297823,0.000298539,0.000312454,0.00030702
0.8,-0.066765425,-0.200058219,0.00030221,0.000294034,0.000294671,0.000306992,0.00030221
