,m,p,q,ICphi,ICn,πB,πA,πA0,πB0,πA1,πB1,S3,I3,D_vals,Uphi,Un,Ud
0,0.1,0.8119372108262018,0,-2.7755575615628914e-17,-0.09775523402049058,0.1368573276286868,0.0,0.37146988927786423,0.0,0,0.0,0.8898023151815362,0.07207415512240618,0.0018855928735869239,0.06500723062362623,1.0150072306236262,0.95
1,0.11,0.8210610070184006,0,0.0,-0.10753063874373936,0.15054289424123507,0.0,0.4086164272262095,0.0,0,0.0,0.8939261061753833,0.06873182289234944,0.001814208274304192,0.07150787476458666,1.0215078747645867,0.9500000000000001
2,0.12000000000000001,0.8303921507806873,0,2.7755575615628914e-17,-0.11730602350458308,0.1642284329064163,0.0,0.44576288931741564,0.0,0,0.0,0.8979041253028306,0.06552033500968558,0.001745197654991414,0.07800850563054774,1.0280085056305477,0.95
3,0.13,0.839937792029297,0,-5.551115123125783e-17,-0.12708138870689634,0.1779139441896547,0.0,0.48290927708620573,0.0,0,0.0,0.9017403378130114,0.06243586336310076,0.0016785116679333357,0.084509123490086,1.034509123490086,0.9500000000000001
4,0.14,0.8497054132347078,0,-5.551115123125783e-17,-0.13685673475454885,0.1915994286563682,0.0,0.5200555920672852,0.0,0,0.0,0.9054386511286697,0.05947463776687806,0.0016141005403745602,0.0910097286117749,1.0410097286117748,0.9499999999999998
5,0.15000000000000002,0.8597028489836559,0,5.551115123125783e-17,-0.146632062051406,0.20528488687196841,0.0,0.5572018357953428,0.0,0,0.0,0.9090029138936232,0.05663294691343235,0.001551914153522492,0.097510321264185,1.047510321264185,0.95
6,0.16,0.8699383069384364,0,0.0,-0.15640737100132895,0.2189703194018607,0.0,0.5943480098050505,0.0,0,0.0,0.912436915089169,0.053907139256906336,0.0014919021199495223,0.10401090171588384,1.0540109017158836,0.9499999999999997
7,0.17,0.8804203903113345,0,1.6653345369377348e-16,-0.16618266200817455,0.23265572681144464,0.0,0.6314941156310637,0.0,0,0.0,0.9157443832180492,0.05129362382920353,0.0014340138592458553,0.1105114702354362,1.0605114702354361,0.95
8,0.18,0.8911581219835272,0,5.551115123125783e-17,-0.1759579354757952,0.24634110966611322,0.0,0.6686401548080215,0.0,0,0.0,0.918928985554619,0.04878887098982257,0.0013781986717859105,0.11701202709140378,1.0670120270914039,0.9500000000000001
9,0.19,0.9021609704105708,0,-5.551115123125783e-17,-0.1857331918080386,0.26002646853125405,0.0,0.7057861288705468,0.0,0,0.0,0.9219943274598553,0.0463894131108455,0.0013244058104830289,0.12351257255234568,1.0735125725523456,0.9499999999999998
10,0.2,0.913438877470799,0,1.1102230246251565e-16,-0.19550843140874874,0.27371180397224865,0.0,0.7429320393532461,0.0,0,0.0,0.9249439517598748,0.0440918451984216,0.001272584550419135,0.1300131068868181,1.080013106886818,0.9499999999999998
11,0.21000000000000002,0.925002288428791,0,5.551115123125783e-17,-0.20528365468176613,0.2873971165544726,0.0,0.7800778877907112,0.0,0,0.0,0.9277813381866266,0.04189282545207478,0.0012226842562478477,0.13651363036337447,1.0865136303633744,0.95
12,0.22,0.9368621842037191,0,0.0,-0.21505886203092572,0.30108240684329596,0.0,0.8172236757175176,0.0,0,0.0,0.9305099028794424,0.039789075763152264,0.0011746544472814573,0.14301414325056558,1.0930141432505656,0.95
13,0.23,0.9490301161521157,0,-5.551115123125783e-17,-0.22483405386005928,0.3147676754040831,0.0,0.8543694046682258,0.0,0,0.0,0.9331329979461437,0.03777738215371909,0.0011284448601838956,0.1495146458169395,1.0995146458169394,0.9499999999999998
