D_vals,π1,π2,S3,I3,Uphi,Un,Ud,m
0.0018601909877608155,0.10000760118836728,0.10002289583749627,0.891344570853077,0.0710779885451586,0.18502362357397714,1.3350198229797934,1.1499961994058163,0.1
0.0017891195414588765,0.110008361307204,0.11002495758991324,0.895452372001769,0.06777045904333556,0.20297567123790353,1.3479714905843014,1.1449958193463978,0.11
0.0017207748304124836,0.12000912142604074,0.12002698010497033,0.8993940748359862,0.064608939645557,0.22082766556981892,1.3608231048567987,1.1399954392869798,0.12000000000000001
0.0016550715139047008,0.13000988154487747,0.13002896392926802,0.9031758345649818,0.06158772312924013,0.2385796075054169,1.3735746667329782,1.1349950592275613,0.13
0.0015919255517939054,0.14001064166371419,0.1400309096093982,0.9068036182325597,0.05870128270247534,0.25623149796945305,1.3862261771375959,1.1299946791681428,0.14
0.0015312542776645581,0.15001140178255093,0.15003281769194413,0.9102832083326415,0.055944268455704674,0.27378333787574477,1.398777636984469,1.1249942991087243,0.15000000000000002
0.0014729764647335292,0.16001216190138765,0.16003468872348042,0.9136202064636978,0.053311503774629475,0.29123512812717156,1.4112290471764777,1.119993919049306,0.16
0.0014170123847260618,0.1700129220202244,0.17003652325057356,0.9168200370145347,0.050797981721851626,0.3085868696156758,1.4235804086055635,1.1149935389898877,0.17
0.0013632838599523136,0.18001368213906108,0.1800383218197815,0.9198879508743237,0.04839886139435613,0.3258385632222623,1.4358317221527317,1.1099931589304695,0.18
0.0013117143088298853,0.19001444225789782,0.19004008497765415,0.9228290291601561,0.04610946426356419,0.34299020981699907,1.4479829886880502,1.1049927788710512,0.19
0.0012622287851096604,0.20001520237673456,0.20004181327073328,0.925648186955748,0.043925270504317264,0.3600418102590174,1.46003420907065,1.0999923988116325,0.2
0.0012147540110718116,0.2100159624955713,0.21004350724555262,0.9283501770553055,0.04184191531879766,0.37699336539651224,1.4719853841487267,1.0949920187522144,0.21000000000000002
0.0011692184049662076,0.220016722614408,0.22004516744863797,0.9309395937068714,0.03985518526104823,0.39384487606674223,1.4838365147595383,1.089991638692796,0.22
0.0011255521029766892,0.23001748273324474,0.2300467944265075,0.9334208763498347,0.03796101456742447,0.4105963430960302,1.4955876017294079,1.0849912586333776,0.23
0.001083686975991951,0.24001824285208148,0.24004838872567158,0.935798313341579,0.03615548149799255,0.4272477672997633,1.5072386458737226,1.0799908785739594,0.24000000000000002
0.0010435566414672155,0.25001900297091817,0.2500499508926328,0.9380760456685695,0.03443480469358041,0.44379914948239313,1.518789647996934,1.0749904985145409,0.25
0.0010050964706607467,0.26001976308975494,0.2600514814738867,0.9402580706374615,0.032795339552892745,0.4602504904374367,1.530240608892559,1.0699901184551224,0.26
0.0009682435915274387,0.27002052320859166,0.27005298101592096,0.9423482455421095,0.031233574633816708,0.4766017909474752,1.5415915293431792,1.064989738395704,0.27
0.0009329368875487321,0.28002128332742837,0.2800544500652161,0.9443502913026227,0.029746128082770294,0.49285305178415584,1.5528424101204417,1.0599893583362858,0.28
0.0008991169927737126,0.29002204344626514,0.2900558891682457,0.946267796072876,0.028329744095681616,0.5090042737081912,1.5639932519850586,1.0549889782768673,0.29000000000000004
0.0008667262833409337,0.30002280356510186,0.30005729887147586,0.948104218813145,0.026981289413934684,0.5250554574693593,1.5750440556868084,1.049988598217449,0.30000000000000004
0.0008357088657441043,0.3100235636839385,0.3100586797213658,0.9498628928247718,0.02569774985837228,0.5410066038065049,1.5859948219645355,1.0449882181580306,0.31
0.0008060105620976901,0.3200243238027753,0.32006003226436797,0.9515470292440062,0.024476226904213853,0.5568577134475384,1.5968455515461508,1.0399878380986123,0.32
0.0007775788926505927,0.330025083921612,0.33006135704692796,0.9531597204923862,0.023313934299520403,0.5726087871094371,1.6075962451486312,1.0349874580391942,0.33
0.0007503630557876976,0.3400258440404487,0.3400626546154846,0.954703943681244,0.02220819472962388,0.5882598254982448,1.6182469034780205,1.0299870779797757,0.33999999999999997
0.000724313905750169,0.35002660415928544,0.35006392551647003,0.956182563968127,0.021156436529731336,0.6038108293090719,1.628797527229429,1.0249866979203572,0.35
0.0006993839282961508,0.36002736427812215,0.36006517029631013,0.9575983378631188,0.02015619044771597,0.6192617992260968,1.6392481170870357,1.0199863178609387,0.36
0.0006755272145140104,0.3700281243969589,0.3700663895014243,0.9589539164832392,0.01920508645891798,0.6346127359225644,1.6495986737240849,1.0149859378015205,0.37
0.0006526994329905639,0.38002888451579564,0.38006758367822535,0.9602518487532852,0.018300850634596313,0.6498636400607876,1.6598491978028895,1.009985557742102,0.38
0.0006308578005269216,0.39002964463463236,0.39006875337312036,0.9614945845516374,0.017441302065498772,0.665014512292147,1.6699996899748308,1.0049851776826837,0.39
0.0006099610515847276,0.4000304047534691,0.4000698991325099,0.9626844777997393,0.016624349841852404,0.6800653532570912,1.6800501508803565,0.9999847976232653,0.4
0.0005899694066357723,0.41003116487230584,0.4100710215027887,0.963823789494099,0.01584799009091721,0.6950161635851366,1.6900005811489835,0.9949844175638469,0.41000000000000003
0.0005708445395781968,0.4200319249911426,0.42007212103034564,0.9649146906798265,0.01511030307309561,0.7098669438948689,1.6998509813992975,0.9899840375044285,0.42000000000000004
0.0005525495443728879,0.43003268510997933,0.4300731982615636,0.9659592653648533,0.014409450337445388,0.7246176947939413,1.7096013522389517,0.9849836574450104,0.43000000000000005
0.0005350489010442434,0.44003344522881604,0.44007425374282005,0.9669595133741291,0.013743671937307224,0.7392684168790766,1.7192516942646685,0.9799832773855919,0.44000000000000006
