,m,p,q,ICphi,ICn,πB,πA,πA0,πB0,πA1,πB1,S3,I3,D_vals,Uphi,Un,Ud
0,0.1,0.701740346161207,0,0.0,-0.11310609755937595,0.15834853658312636,0.0,0.27145463414250237,0.0,0.0,0.0,0.9854354300433502,0.003064171455877978,0.00020353695556005742,0.19001824389975164,1.3900182438997515,1.1999999999999997
1,0.11,0.7096249247968917,0,-5.551115123125783e-17,-0.12441673262468422,0.17418342567455777,0.0,0.29860015829924197,0.0,0.0,0.0,0.9853821639584703,0.0030934583072566766,0.00020442532317480893,0.20902011080946936,1.4090201108094693,1.2
2,0.12000000000000001,0.7176887012245123,0,5.551115123125783e-17,-0.13572737175783978,0.19001832046097572,0.0,0.3257456922188155,0.0,0.0,0.0,0.9853338483003629,0.0031186658643887924,0.0002052449154448393,0.22802198455317088,1.4280219845531708,1.2
3,0.13,0.7259378546782733,0,-5.551115123125783e-17,-0.14703801482537826,0.20585322075552956,0.0,0.3528912355809079,0.0,0.0,0.0,0.9852904366738259,0.0031398400782726202,0.0002059959309389423,0.24702386490663553,1.4470238649066354,1.1999999999999997
4,0.14,0.7343788517986208,0,5.551115123125783e-17,-0.15834866169383477,0.22168812637136864,0.0,0.38003678806520336,0.0,0.0,0.0,0.9852518723312891,0.0031570372521645997,0.00020667872282191838,0.26602575164564235,1.4660257516456423,1.2
5,0.15000000000000002,0.7430184635384927,0,-1.1102230246251565e-16,-0.16965931222974429,0.23752303712164194,0.0,0.4071823493513863,0.0,0.0,0.0,0.9852180886174138,0.00317032359697925,0.00020729379449574602,0.2850276445459704,1.4850276445459705,1.2000000000000002
6,0.16,0.7518637832771569,0,-1.6653345369377348e-16,-0.1809699662996418,0.25335795281949824,0.0,0.43432791911914004,0.0,0.0,0.0,0.9851890094133005,0.00317977478708305,0.00020784179517861393,0.304029543383398,1.504029543383398,1.2
7,0.17,0.7609222462434849,0,1.1102230246251565e-16,-0.1922806237700615,0.2691928732780864,0.0,0.461473497048148,0.0,0.0,0.0,0.9851645495802974,0.003185475516483654,0.0002083235154201041,0.32303144793370364,1.5230314479337035,1.1999999999999997
8,0.18,0.7702016503604399,0,-1.6653345369377348e-16,-0.20359128450753894,0.2850277983105543,0.0,0.4886190828180933,0.0,0.0,0.0,0.9851446154034177,0.0031875190554157386,0.0002087398825507356,0.34203335797266526,1.5420333579726653,1.2
9,0.19,0.7797101786335995,0,-1.1102230246251565e-16,-0.21490194837860765,0.30086272773005074,0.0,0.5157646761086585,0.0,0.0,0.0,0.9851291050343512,0.0031860068073248614,0.00020909195606401643,0.36103527327606094,1.5610352732760608,1.2
10,0.2,0.7894564232188211,0,0.0,-0.22621261524980252,0.31669766134972344,0.0,0.542910276599526,0.0,0.0,0.0,0.9851179089340865,0.0031810478662506634,0.00020938092292907158,0.38003719361966815,1.5800371936196682,1.2000000000000002
11,0.21000000000000002,0.7994494113178281,0,0.0,-0.2375232849876574,0.3325325989827203,0.0,0.5700558839703778,0.0,0.0,0.0,0.9851109103151224,0.0031727585746107617,0.000209608092831861,0.3990391187792644,1.5990391187792645,1.2000000000000002
12,0.22,0.8096986330657652,0,1.1102230246251565e-16,-0.2488339574587064,0.348367540442189,0.0,0.5972014979008954,0.0,0.0,0.0,0.9851079855832848,0.003161262081386663,0.00020977489334293142,0.41804104853062685,1.6180410485306267,1.1999999999999997
13,0.23,0.8202140715918113,0,-4.440892098500626e-16,-0.26014463252948383,0.3642024855412768,0.0,0.6243471180707607,0.0,0.0,0.0,0.9851090047791368,0.003146687900713056,0.00020988286500958853,0.43704298264953245,1.6370429826495323,1.1999999999999997
14,0.24000000000000002,0.8310062354529958,0,1.1102230246251565e-16,-0.27145531006652246,0.3800374340931316,0.0,0.6514927441596542,0.0,0.0,0.0,0.9851138320189837,0.003129171470871823,0.00020993365637031756,0.45604492091175797,1.6560449209117578,1.1999999999999997
15,0.25,0.8420861936627242,0,0.0,-0.28276598993635726,0.3958723859109001,0.0,0.6786383758472574,0.0,0.0,0.0,0.9851223259354741,0.0031088537136920898,0.00020992901888922553,0.47504686309308014,1.6750468630930802,1.2
16,0.26,0.85346561355945,0,-1.1102230246251565e-16,-0.29407667200552146,0.4117073408077296,0.0,0.7057840128132509,0.0,0.0,0.0,0.9851343401177922,0.003085880594357692,0.00020987080180822585,0.49404880896927555,1.6940488089692756,1.2
17,0.27,0.8651568017878439,0,0.0,-0.3053873561405478,0.4275422985967669,0.0,0.7329296547373148,0.0,0.0,0.0,0.9851497235514408,0.0030604026816233626,0.00020976094691463508,0.5130507583161203,1.71305075831612,1.1999999999999997
18,0.28,0.877172748695058,0,1.1102230246251565e-16,-0.3166980422079706,0.44337725909115894,0.0,0.7600753012991296,0.0,0.0,0.0,0.9851683210576164,0.003032574708440993,0.00020960148322180357,0.5320527109093908,1.7320527109093906,1.1999999999999997
19,0.29000000000000004,0.8895271764787884,0,-1.1102230246251565e-16,-0.3280087300743233,0.45921222210405216,0.0,0.7872209521783753,0.0,0.0,0.0,0.9851899737321703,0.0030025551329973133,0.0002093945215603575,0.5510546665248627,1.7510546665248627,1.2000000000000002
20,0.30000000000000004,0.9022345914623134,0,-1.1102230246251565e-16,-0.33931941960613843,0.4750471874485933,0.0,0.8143666070547315,0.0,0.0,0.0,0.9852145193841592,0.0029705057001643232,0.00020914224907758353,0.570056624938312,1.770056624938312,1.2000000000000002
21,0.31,0.915310340915189,0,-1.1102230246251565e-16,-0.3506301106699492,0.49088215493792875,0.0,0.8415122656078781,0.0,0.0,0.0,0.9852417929739796,0.0029365910033637924,0.00020884692364244768,0.5890585859255146,1.7890585859255146,1.2
22,0.32,0.9287706748875326,0,1.1102230246251565e-16,-0.36194080313228927,0.506717124385205,0.0,0.8686579275174943,0.0,0.0,0.0,0.985271627051089,0.0029009780468472078,0.00020851086815370305,0.6080605492622461,1.808060549262246,1.1999999999999997
23,0.33,0.942632813581708,0,0.0,-0.3732514968596916,0.5225520956035681,0.0,0.8958035924632596,0.0,0.0,0.0,0.9853038521913078,0.002863835808392472,0.0002081364647484964,0.6270625147242816,1.8270625147242816,1.2
24,0.33999999999999997,0.9569150208487066,0,1.1102230246251565e-16,-0.3845621917186888,0.5383870684061641,0.0,0.9229492601248528,0.0,0.0,0.0,0.9853382974337062,0.0028253348024186845,0.0002077261489088553,0.646064482087397,1.8460644820873968,1.1999999999999997
25,0.35,0.9716366844688121,0,1.1102230246251565e-16,-0.39587288757581396,0.5542220426061396,0.0,0.9500949301819536,0.0,0.0,0.0,0.9853747907170685,0.0027856466435203643,0.0002072824034634017,0.6650664511273675,1.8650664511273674,1.1999999999999997
26,0.36,0.9868184039585757,0,1.1102230246251565e-16,-0.40718358429760015,0.5700570180166402,0.0,0.9772406023142404,0.0,0.0,0.0,0.9854131593159395,0.0027449436104224345,0.00020680775248160143,0.6840684216199683,1.8840684216199681,1.1999999999999997
27,0.37,1,0,0.006962289546767364,-0.4125707313114628,0.587346229201522,0.0,1.0,0.00020123283219850054,0.0,0.0,0.9854478100602706,0.002708818426331862,0.00020639061393230517,0.7048736026827371,1.9,1.1951263973172628
28,0.38,1,0,0.050857587787866754,-0.38696370773724365,0.6129498137351542,0.0,1.0,0.00022342975322320408,0.0,0.0,0.9854558947862138,0.002700118808147511,0.00020639469552518808,0.7356003114515067,1.9,1.1643996885484933
29,0.39,1,0,0.09619206646268053,-0.36051711929215835,0.6393928600567744,0.0,1.0,0.0002496363524069099,0.0,0.0,0.9854655087685199,0.0026907490340568694,0.00020637623772944833,0.7673344465238763,1.9,1.1326655534761236
30,0.4,1,0,0.14303768459289778,-0.3331889877326608,0.6667173412557819,0.0,1.0,0.00028105576182789325,0.0,0.0,0.9854766499800027,0.0026807106840764402,0.00020633517132753398,0.8001263792150284,1.9,1.0998736207849715
31,0.41000000000000003,1,0,0.1914712797779483,-0.30493448883259155,0.6949680760547556,0.0,1.0,0.00031942595185622174,0.0,0.0,0.9854893163935824,0.002670005338006528,0.0002062714260956097,0.8340298958445638,1.9,1.0659701041554361
32,0.42000000000000004,1,0,0.24157498876205108,-0.275705707039849,0.7241929741226597,0.0,1.0,0.00036735408450548504,0.0,0.0,0.9855035059822859,0.002658634575429537,0.000206184930786988,0.8691024921334357,1.9,1.0308975078665643
33,0.43000000000000005,1,0,0.2934367122714743,-0.2454513643074474,0.7544433072104901,0.0,1.0,0.00042893753318641755,0.0,0.0,0.9855192167192506,0.0026465999757082767,0.0002060756131152307,0.905405698590032,1.9,0.994594301409968
34,0.44000000000000006,1,0,0.34715062965579246,-0.21411651987075886,0.7857740093371716,0.0,1.0,0.0005110061189629259,0.0,0.0,0.9855364465777257,0.0026339031179842725,0.0002059433997369118,0.9430054407590547,1.9,0.9569945592409452
35,0.45000000000000007,1,0,0.4028177696718209,-0.18164223727318296,0.8182440097230052,0.0,1.0,0.0006258555970486266,0.0,0.0,0.9855551935310728,0.0026205455811760692,0.00020578821623403398,0.9819724387702746,1.9,0.9180275612297253
36,0.45999999999999996,1,0,0.46054664468799067,-0.14796521439466725,0.8519166027157211,0.0,1.0,0.0007980833218240065,0.0,0.0,0.9855754555527687,0.0026065289439775436,0.0002056099870960913,1.0223826512815934,1.9,0.8776173487184065
37,0.47,1,0,0.5204539566854467,-0.11301737159666425,0.886859859594955,0.0,1.0,0.0010851039069009491,0.0,0.0,0.9855972306164067,0.002591854784856214,0.00020540863570176786,1.0643177696798125,1.9,0.8356822303201874
38,0.48,1,0,0.5826653847208036,-0.07672539234535414,0.9231470878926209,0.0,1.0,0.00165927039754422,0.0,0.0,0.9856205166956981,0.0025765246820515604,0.00020518408430026733,1.1078657693045624,1.9,0.7921342306954375
39,0.49,1,0,0.6473164650315892,-0.03901020979053915,0.9608573447509797,0.0,1.0,0.0033836605523687655,0.0,0.0,0.9856453117644742,0.002560540213573333,0.00020493625399225848,1.1531215255221123,1.9,0.7468784744778876
40,0.5,1,1,0.3571992097436001,2.9205499431306237e-05,0.5000380059418363,0.0,1.0,1.0,1.0,0.00020442295744551095,0.9853882463293842,0.002782467436265383,0.0002092225332143557,0.95003944682052,1.9000204438496018,0.9499809970290818
41,0.51,1,0,0.6750348343772463,-0.011185381224051882,1.0,0.03929169815818262,1.0,1.0,1.0,0.000142863874002008,0.9856751854978165,0.0025454922588857417,0.00020475713903185595,1.2000285727748004,1.9078583396316366,0.7078297668568363
42,0.52,1,0,0.6373290198272548,-0.021957345310781307,1.0,0.0769990888067497,1.0,1.0,1.0,0.00014838021901592553,0.985679514376427,0.002546776634001773,0.00020483898267641744,1.2000296760438032,1.91539981776135,0.7153701417175469
43,0.53,1,0,0.6010461891603534,-0.03232269723001524,1.0,0.11328355905348417,1.0,1.0,1.0,0.00015411874843139828,0.9856845100831007,0.0025478366658308275,0.0002049120352068809,1.2000308237496862,1.9226567118106968,0.7226258880610106
44,0.54,1,0,0.56610729538319,-0.042304018879794736,1.0,0.14822416003182098,1.0,1.0,1.0,0.00016009395253866455,0.985690173440879,0.0025486715357488894,0.00020497625653769153,1.2000320187905076,1.929644832006364,0.7296128132158564
45,0.55,1,0,0.5324390410437609,-0.05192224916919974,1.0,0.18189419370185472,1.0,1.0,1.0,0.00016632160965451728,0.9856965052730031,0.0025492804249331287,0.000205031606046611,1.200033264321931,1.9363788387403706,0.7363455744184397
46,0.56,1,0,0.49997336495418065,-0.061196830639114186,1.0,0.21436172616938723,1.0,1.0,1.0,0.00017281893248798013,0.9857035064029129,0.0025496625143618867,0.00020507804256568357,1.2000345637864975,1.9428723452338774,0.7428377814473799
47,0.5700000000000001,1,0,0.46864698295287366,-0.07014584063898899,1.0,0.2456900469713922,1.0,1.0,1.0,0.0001796047349306342,0.9857111776542471,0.002549816984814661,0.00020511552437202076,1.2000359209469862,1.9491380093942783,0.7491020884472921
48,0.58,1,0,0.4384009761858594,-0.078786108921862,1.0,0.2759380808491899,1.0,1.0,1.0,0.00018669962267292846,0.9857195198508428,0.0025497430168720954,0.00020514400917839734,1.2000373399245345,1.9551876161698378,0.7551502762453033
49,0.59,1,0,0.40918042127124865,-0.08713332326704837,1.0,0.30516075764638445,1.0,1.0,1.0,0.000194126211716372,0.9857285338167368,0.002549439790915968,0.0002051634541236539,1.2000388252423433,1.961032151529277,0.7609933262869337
50,0.6,1,0,0.38093405746289766,-0.09520212452495502,1.0,0.333409345217006,1.0,1.0,1.0,0.00020190937966324944,0.9857382203761635,0.002548906487129172,0.00020517381576290453,1.2000403818759326,1.9666818690434011,0.7666414871674685
51,0.61,1,0,0.3536139865701706,-0.10300619229512198,1.0,0.3607317495885908,1.0,1.0,1.0,0.00021007655566437057,0.985748580353558,0.002548142285495712,0.00020517505005754065,1.2000420153111329,1.972146349917718,0.7721043346065852
52,0.62,1,0,0.32717540193882155,-0.11055832229173479,1.0,0.38717278607722105,1.0,1.0,1.0,0.0002186580561495777,0.9857596145735525,0.0025471463658006807,0.00020516711236502977,1.2000437316112298,1.9774345572154441,0.7773908256042144
53,0.63,1,0,0.3015763432679146,-0.11787049631631019,1.0,0.41277442458208546,1.0,1.0,1.0,0.0002276874750005882,0.9857713238609792,0.0025459179076302582,0.00020514995742850162,1.2000455374949999,1.982554884916417,0.7825093474214171
54,0.64,1,0,0.2767774744416851,-0.12495394564140616,1.0,0.43757601188367273,1.0,1.0,1.0,0.00023720213875264335,0.985783709040869,0.0025444560903716855,0.00020512353936611702,1.2000474404277504,1.9875152023767346,0.7874677619489843
55,0.65,1,0,0.25274188190353186,-0.13181920850922935,1.0,0.46161447342213435,1.0,1.0,1.0,0.00024724363983128167,0.9857967709384513,0.002542760093213259,0.00020508781166021626,1.2000494487279663,1.9923228946844267,0.7922734459564604
56,0.66,1,0,0.22943489140038165,-0.13847618236236303,1.0,0.48492449673215765,1.0,1.0,1.0,0.0002578584638872691,0.9858105103791552,0.0025408290951443218,0.00020504272714623893,1.2000515716927773,1.9969848993464314,0.7969333276536541
57,0.67,1,0,0.20682390118664795,-0.14493417134846842,1.0,0.507538698450837,1.0,1.0,1.0,0.00026909873119772596,0.9858249281886085,0.0025386622749552393,0.00020498823800141003,1.2000538197462394,2.001507739690167,0.8014539199439277
58,0.6799999999999999,1,0,0.18487823000389425,-0.15120192957499534,1.0,0.529487776589555,1.0,1.0,1.0,0.0002810230770721569,0.9858400251926375,0.002536258811237396,0.00020492429573318752,1.2000562046154144,2.005897555317911,0.8058413507024964
59,0.69,1,0,0.1635689783502161,-0.15728770053204677,1.0,0.550800649564832,1.0,1.0,1.0,0.00029369770266752913,0.9858558022172679,0.0025336178823831784,0.0002048508511674665,1.2000587395405335,2.010160129912966,0.8101013903724326
60,0.7,1,0,0.1428689017266025,-0.1631992530503661,1.0,0.5715045833122441,1.0,1.0,1.0,0.00030719763596247874,0.9858722600887246,0.002530738666585961,0.00020476785443652952,1.2000614395271925,2.0143009166624486,0.8142394771352561
61,0.71,1,0,0.12275229469985671,-0.1689439141156286,1.0,0.5916253076583207,1.0,1.0,1.0,0.00032160825362120176,0.9858893996334313,0.0025276203418400974,0.0002046752549667424,1.200064321650724,2.018325061531664,0.8182607398809401
62,0.72,1,0,0.10319488475635152,-0.174528598818803,1.0,0.6111871229947837,1.0,1.0,1.0,0.0003370271289742078,0.98590722167801,0.0025242620859409035,0.00020457300146598477,1.2000674054257947,2.0222374245989565,0.8221700191731618
63,0.73,1,0,0.08417373504086068,-0.17995983768410895,1.0,0.6302129981850426,1.0,1.0,1.0,0.00035356629066187536,0.9859257270492837,0.0025206630764846452,0.00020446104191081045,1.2000707132581323,2.0260425996370084,0.8259718863788761
64,0.74,1,0,0.06566715518267796,-0.18524380157994957,1.0,0.6487246605323214,1.0,1.0,1.0,0.0003713550024974631,0.985944916574272,0.002516822490868526,0.00020433932353333212,1.2000742710004995,2.029744932106464,0.8296706611059645
65,0.75,1,0,0.047654619509805096,-0.19038632438280967,1.0,0.6667426785503394,1.0,1.0,1.0,0.0003905432105056839,0.9859647910801954,0.002512739506290676,0.00020420779280781916,1.200078108642101,2.0333485357100676,0.8332704270679665
66,0.76,1,0,0.030116692043885118,-0.19539292352792748,1.0,0.6842865381994623,1.0,1.0,1.0,0.00041130585171629417,0.985985351394473,0.0025084132997501393,0.00020406639543700742,1.200082261170343,2.0368573076398926,0.8367750464695496
