mask,£kA,£kB,£kA1,£kB1,£kA0,£kB0,S,I,D,Un,Uphi,Un-Uphi
0.1,2.7118185978e-08,0.11111955739,0.44991673613,5.3666327305e-08,1.8209950029e-07,0.12502016203,0.86957737683,1.1247522525e-35,0.0017998321998,1.200000148892562,0.21113305393295592,0.9888670949596061
0.11,2.473214136e-08,0.12360490061,0.45698854601,5.0083580489e-08,1.7006186034e-07,0.14104856194,0.87527837367,1.3522837771e-35,0.0017211584434,1.200000138616259,0.23485586989227122,0.9651442687239878
0.12000000000000001,2.2851557487e-08,0.1363740016,0.4609749353,4.7223951471e-08,1.6030354513e-07,0.15792060396,0.88078597425,1.6105914216e-35,0.0016451535553,1.2000001303153682,0.25911784069204397,0.9408822896233242
0.13,2.1462633788e-08,0.1494366451,0.45709473651,4.4929958172e-08,1.5231326708e-07,0.17570469501,0.88610284909,1.9004864735e-35,0.0015717806825,1.2000001236052196,0.2839375578644072,0.9160625657408124
0.14,2.029589244e-08,0.16280307098,0.45543774758,4.308996867e-08,1.4572613523e-07,0.19447684316,0.89123176645,2.2220906182e-35,0.001501001623,1.2000001180641204,0.30933447768037514,0.8906656403837453
0.15000000000000002,1.9431288136e-08,0.17648400096,0.44789277393,4.1623131379e-08,1.40292557e-07,0.21432174362,0.89617558819,2.5747344836e-35,0.0014327768829,1.2000001135473164,0.33532897199041667,0.8646711415568997
0.16,1.853299499e-08,0.19049066737,0.45465958302,4.0469772827e-08,1.3582561877e-07,0.23533405625,0.90093726556,2.9568773086e-35,0.0013670657353,1.2000001097362687,0.3619423827598567,0.838057726976412
0.17,1.7868053682e-08,0.20483484378,0.45540123923,3.9585208816e-08,1.3214316613e-07,0.25761991556,0.90551983479,3.3660542389e-35,0.0013038262799,1.200000106635279,0.3891970804388414,0.8108030261964376
0.18,1.7432945481e-08,0.21952887808,0.44990495591,3.8935908957e-08,1.2914599099e-07,0.28129872363,0.90992641272,3.7988567537e-35,0.0012430155045,1.2000001041738875,0.4171165267038303,0.7828835774700571
0.19,1.6940182757e-08,0.23458572805,0.45669870314,3.8496565344e-08,1.2674824397e-07,0.30650529015,0.91416019223,4.2509502655e-35,0.0011845893472,1.200000102129209,0.44572534192243896,0.7542747602067701
0.2,1.6639457719e-08,0.2500189992,0.45721273069,3.8248253247e-08,1.2487858985e-07,0.33339240068,0.91822443771,4.7171310992e-35,0.0011285027597,1.200000100584186,0.4750493773773287,0.7249507232068573
0.21000000000000002,1.6435405145e-08,0.26584298603,0.45765924595,3.8177059845e-08,1.2348406091e-07,0.36213391592,0.92212248039,5.1914229706e-35,0.0010747097707,1.2000000994479878,0.5051157933241839,0.6948843061238039
0.22,1.6319669177e-08,0.28207271606,0.45802965086,3.8273155951e-08,1.2252270934e-07,0.39292853557,0.92585771372,5.6672108586e-35,0.0010231635507,1.200000098684642,0.5359531428581669,0.6640469558264751
0.23,1.6286131154e-08,0.29872399747,0.45833779543,3.8530127512e-08,1.2196209959e-07,0.42600439835,0.92943358867,6.137408003e-35,0.00097381647631,1.20000009826667,0.5675914623405347,0.6324086359261354
0.24000000000000002,1.6331113826e-08,0.31581347042,0.45859192272,3.8944514871e-08,1.2177758846e-07,0.46162474381,0.93285360903,6.5946497697e-35,0.00092662019545,1.2000000981739536,0.6000623689687749,0.5999377292051787
0.25,1.6452383681e-08,0.33335866259,0.46078011159,3.951610701e-08,1.2196654375e-07,0.50009493302,0.93612132667,7.0315064853e-35,0.00088152569192,1.2000000984094341,0.6333991662288994,0.5666009321805348
0.26,1.6647578675e-08,0.35137804905,0.45798286161,4.0245001215e-08,1.224753277e-07,0.54177122461,0.93924033694,7.4407061561e-35,0.00083848335021,1.200000098910894,0.6676369577608181,0.532363141150076
0.27,1.6945104945e-08,0.36989111725,0.45878136345,4.1136328236e-08,1.23326766e-07,0.58707184032,0.94221427391,7.8153573331e-35,0.00079744301998,1.200000099745128,0.7028127707218075,0.4971873290233204
0.28,1.7290247816e-08,0.38891843724,0.45883715673,4.2230784826e-08,1.2460617379e-07,0.63649104861,0.9450468058,8.1491623177e-35,0.00075835408001,1.2000001009141752,0.738965689240011,0.46103441167416415
0.29000000000000004,1.7676030369e-08,0.408481738,0.45209637906,4.3434248446e-08,1.2604348333e-07,0.69061727326,0.94774163033,8.4366114035e-35,0.00072116550144,1.2000001022019118,0.7761369995785734,0.4238631026233384
0.30000000000000004,1.8165864838e-08,0.42860399008,0.45887559118,4.4861676621e-08,1.2791195683e-07,0.75015663348,0.95030247024,8.673149879e-35,0.0006858259107,1.200000103921648,0.8143703469714229,0.38562975695022506
0.31,1.874089307e-08,0.4493094957,0.45880525312,4.6492602328e-08,1.3012804186e-07,0.81596392012,0.95273306876,8.855311005e-35,0.00065228365115,1.2000001059279368,0.8537119068809549,0.34628819904698194
0.32,1.9401159611e-08,0.47062398663,0.4586824077,4.8345138637e-08,1.3270563543e-07,0.88908389766,0.95503718522,8.9808099814e-35,0.00062048684397,1.200000108254549,0.8942105710127746,0.3057895372417745
