D_vals,π1,π20,π21,Uphi,Un,Ud,m
0.00020944407782068784,0.5300402862983465,1.0,0.1134033058159197,0.9770418072855431,1.9120216641363699,0.9349798568508267,0.53
0.00020948758255443997,0.5400410464171833,1.0,0.14834122327926044,0.9860425930978989,1.9160220698893073,0.9299794767914085,0.54
0.00020951613748924393,0.5500418065360201,1.0,0.18200866607160346,0.9950433783662572,1.920022475098247,0.9249790967319899,0.55
0.00020952987720318213,0.5600425666548567,1.0,0.21447369512531125,1.0040441630670145,1.924022879739586,0.9199787166725715,0.56
0.000209528937118971,0.5700433267736935,1.0,0.24579959516696748,1.0130449471765677,1.9280232837897209,0.9149783366131532,0.5700000000000001
0.00020951345343293466,0.5800440868925302,1.0,0.27604528645925314,1.0220457306713138,1.932023687225049,0.9099779565537351,0.58
0.00020948356304428245,0.5900448470113668,1.0,0.3052656946707697,1.0310465135276499,1.9360240900219663,0.9049775764943164,0.59
0.00020943940348468846,0.6000456071302036,1.0,0.3335120837588783,1.0400472957219729,1.940024492156871,0.8999771964348982,0.6
0.00020938111284817985,0.6100463672490404,1.0,0.3608323561099661,1.0490480772306796,1.9440248936061595,0.8949768163754799,0.61
0.0002093088297213317,0.620047127367877,1.0,0.38727132363387906,1.0580488580301668,1.9480252943462282,0.8899764363160614,0.62
0.00020922269311377477,0.6300478874867138,1.0,0.4128709530398382,1.067049638096832,1.9520256943534753,0.8849760562566433,0.63
0.00020912284238901635,0.6400486476055506,1.0,0.4376705881177383,1.0760504174070722,1.9560260936042968,0.8799756761972246,0.64
0.00020900941719557717,0.6500494077243874,1.0,0.4617071515011738,1.0850511959372842,1.9600264920750903,0.8749752961378061,0.65
0.0002088825573984469,0.660050167843224,1.0,0.48501532808836867,1.0940519736638648,1.9640268897422526,0.8699749160783878,0.66
0.0002087424030108612,0.6700509279620608,1.0,0.5076277320373561,1.1030527505632115,1.9680272865821813,0.8649745360189698,0.67
0.00020858909412640374,0.6800516880808974,1.0,0.5295750590262841,1.112053526611722,1.9720276825712733,0.8599741559595513,0.6799999999999999
0.0002084227708514338,0.6900524481997341,1.0,0.5508862252736983,1.1210543017857921,1.9760280776859251,0.854973775900133,0.69
0.000208243573237845,0.7000532083185709,1.0,0.5715884946427996,1.1300550760618202,1.9800284719025345,0.8499733958407143,0.7
0.00020805164121615624,0.7100539684374076,1.0,0.5917075950044957,1.139055849416203,1.984028865197499,0.844973015781296,0.71
0.00020784711452893925,0.7200547285562443,1.0,0.6112678249035322,1.1480566218253379,1.9880292575472156,0.8399726357218777,0.72
0.00020763013266458487,0.7300554886750811,1.0,0.6302921514575475,1.157057393265622,1.9920296489280815,0.8349722556624595,0.73
0.000207400834791412,0.7400562487939178,1.0,0.64880230031836,1.166058163713453,1.9960300393164938,0.8299718756030408,0.74
0.00020715935969212358,0.7500570089127545,1.0,0.666818838436359,1.1750589331452277,2.0000304286888504,0.8249714955436227,0.75
0.0002069058456986092,0.7600577690315913,1.0,0.6843612502908607,1.184059701537344,2.0040308170215484,0.8199711154842044,0.76
0.00020664043062710395,0.770058529150428,1.0,0.7014480081804378,1.193060468866199,2.008031204290985,0.8149707354247859,0.77
0.0002063632517137017,0.7800592892692647,1.0,0.7180966371063006,1.20206123510819,2.012031590473558,0.8099703553653679,0.78
0.0002060744455502297,0.7900600493881015,1.0,0.734323774727826,1.2110620002397152,2.0160319755456646,0.8049699753059494,0.79
0.00020577414802048791,0.8000608095069383,1.0,0.7501452268214225,1.2200627642371715,2.0200323594837024,0.7999695952465309,0.8
