D_vals,π1,π20,π21,S3,I3,Uphi,Un,Ud,m
0.001890750721720917,0.10000760118836728,0.11113779278986331,0.0,0.889462100204716,0.07220510110542717,0.06500766509250083,0.990005764795409,0.9249980997029081,0.1
0.0018202701246027525,0.110008361307204,0.1236250772705225,0.0,0.8935265151172149,0.06888335976848689,0.07150839651403716,0.9940063061872361,0.9224979096731989,0.11
0.0017522031263578724,0.12000912142604074,0.13639614863797592,0.0,0.8974425737738839,0.0656927524765407,0.07800912184532578,0.9980068414888155,0.9199977196434896,0.12000000000000001
0.0016864938852584799,0.13000988154487747,0.14946079397701564,0.0,0.9012146553343374,0.06262925629530228,0.08450984115869738,1.002007370772478,0.9174975296137805,0.13
0.0016230865133621388,0.14001064166371419,0.16282925562590814,0.0,0.9048470551565222,0.05968892647551066,0.09101055452648169,1.006007894110553,0.9149973395840714,0.14
0.0015619251507269713,0.15001140178255093,0.17651225795840522,0.0,0.908343984744804,0.056867896549299926,0.09751126202100747,1.0100084115753698,0.9124971495543623,0.15000000000000002
0.0015029540369624677,0.16001216190138765,0.19052103607892884,0.0,0.9117095717695882,0.05416237835509209,0.10401196371460239,1.0140089232392553,0.9099969595246529,0.16
0.0014461175800320422,0.1700129220202244,0.20486736659229696,0.0,0.9149478601556073,0.05156866199386655,0.1105126596795932,1.018009429174537,0.9074967694949437,0.17
0.0013913604222369487,0.18001368213906108,0.2195636006251009,0.0,0.9180628102361019,0.04908311571959409,0.1170133499883056,1.0220099294535403,0.9049965794652347,0.18
0.001338627503324294,0.19001444225789782,0.23462269929334095,0.0,0.9210582989701603,0.04670218576655581,0.12351403471306448,1.02601042414859,0.9024963894355255,0.19
0.0012878641206746733,0.20001520237673456,0.25005827183038637,0.0,0.9239381202205723,0.04442239611620457,0.13001471392619357,1.03001091333201,0.8999961994058163,0.2
0.0012390159865372874,0.2100159624955713,0.26588461661100943,0.0,0.9267059850895972,0.042240348206160336,0.13651538770001578,1.0340113970761229,0.8974960093761071,0.21000000000000002
0.001192029282292288,0.220016722614408,0.28211676533142144,0.0,0.929365522310118,0.04015272058386937,0.143016056106853,1.0380118754532508,0.8949958193463978,0.22
0.0011468507097313874,0.23001748273324474,0.29877053063224895,0.0,0.9319202786897168,0.03815626850739511,0.14951671921902632,1.0420123485357151,0.8924956293166888,0.23
0.0011034275393585452,0.24001824285208148,0.3158625574815945,0.0,0.9343737196052607,0.03624782349574724,0.15601737710885577,1.0460128163958353,0.8899954392869796,0.24000000000000002
0.001061707655722691,0.25001900297091817,0.3334103786691588,0.0,0.9367292295456546,0.03442429283109578,0.16251802984866054,1.050013279105931,0.8874952492572703,0.25
0.0010216395998039098,0.26001976308975494,0.35143247480034934,0.0,0.9389901127004716,0.032682659015158017,0.1690186775107589,1.05401373673832,0.884995059227561,0.26
0.0009831726084834251,0.27002052320859166,0.36994833922192344,0.0,0.9411595935922312,0.03101997918198842,0.1755193201674683,1.0580141893653203,0.882494869197852,0.27
0.0009462566511358367,0.28002128332742837,0.38897854835867446,0.0,0.9432408177501529,0.02943338446934393,0.18201995789110517,1.062014637059248,0.8799946791681429,0.28
0.0009108424633896535,0.29002204344626514,0.40854483799469904,0.0,0.9452368524232679,0.027920079350741766,0.1885205907539852,1.0660150798924188,0.8774944891384336,0.29000000000000004
0.0008768815781089571,0.30002280356510186,0.428670186093768,0.0,0.9471506873308274,0.026477340930271293,0.1950212188284232,1.0700155179371476,0.8749942991087244,0.30000000000000004
0.0008443263536552243,0.3100235636839385,0.4493789028222633,0.0,0.9489852354480002,0.02510251820216756,0.20152184218673302,1.0740159512657481,0.872494109079015,0.31
0.0008131299994938827,0.3200243238027753,0.4706967285162024,0.0,0.9507433338249056,0.023793031277100734,0.20802246090122783,1.078016379950534,0.8699939190493062,0.32
0.0007832465992150214,0.330025083921612,0.49265094042242413,0.0,0.9524277444370778,0.022546370577083516,0.21452307504421989,1.0820168040638167,0.8674937290195969,0.33
0.0007546311310419662,0.3400258440404487,0.5152704691446376,0.0,0.9540411550655132,0.02136009600084717,0.2210236846880206,1.0860172236779084,0.8649935389898878,0.33999999999999997
0.0007272394859050822,0.35002660415928544,0.5385860258395928,0.0,0.9555861802045003,0.020231836061486486,0.22752428990494067,1.0900176388651193,0.8624933489601786,0.35
0.0007010284831612252,0.36002736427812215,0.562630241339309,0.0,0.957065361995479,0.019159286998124244,0.2340248907672899,1.0940180496977594,0.8599931589304695,0.36
0.0006759558840418317,0.3700281243969589,0.5874378185246385,0.0,0.9584811711852304,0.018140211863297333,0.24052548734737741,1.0980184562481377,0.8574929689007602,0.37
0.0006519804029146082,0.38002888451579564,0.6130456994464657,0.0,0.9598360081067416,0.017172439587718913,0.2470260797175114,1.1020188585885624,0.854992778871051,0.38
0.0006290617164453185,0.39002964463463236,0.6394932488871075,0.0,0.9611322036811363,0.016253864024024033,0.2535266679499993,1.1060192567913412,0.8524925888413419,0.39
0.0006071604707471986,0.4000304047534691,0.6668224562801769,0.0,0.9623720204391114,0.015382442971060391,0.260027252117148,1.1100196509287807,0.8499923988116327,0.4
0.0005862382866061639,0.41003116487230584,0.695078158167317,0.0,0.9635576535603649,0.014556197180240718,0.2665278322912634,1.114020041073187,0.8474922087819237,0.41000000000000003
0.0005662577628701808,0.4200319249911426,0.7243082836707168,0.0,0.9646912319295362,0.013773209345429013,0.2730284085446509,1.118020427296865,0.8449920187522142,0.42000000000000004
