D_vals,π1,π2,S3,I3,Uphi,Un,Ud,m
0.0018403990254190128,0.10000760118836728,0.10002316873157925,0.8923491132659476,0.06978354057024226,0.20212466051794384,1.5231194156979702,1.3209947551800263,0.1
0.001768647410486063,0.110008361307204,0.11002528510351584,0.8964825833542778,0.06642323876308344,0.2215777678810236,1.5356719985790526,1.314094230698029,0.11
0.001699802019686006,0.12000912142604074,0.12002736667403675,0.9004401617084735,0.06321911406629417,0.240892814067096,1.5480865202831278,1.3071937062160317,0.12000000000000001
0.0016337648268760188,0.13000988154487747,0.1300294138564605,0.9042287987323281,0.0601646710323368,0.2600698000488505,1.560362981782885,1.3002931817340344,0.13
0.0015704395846899571,0.14001064166371419,0.1400314270640998,0.9078552137946491,0.05725363732006785,0.2791087267875647,1.5725013840396018,1.2933926572520371,0.14
0.0015097318997795528,0.15001140178255093,0.15003340671026164,0.9113259005385623,0.054479958454345945,0.29800959523310455,1.5845017280031444,1.2864921327700398,0.15000000000000002
0.001451549299036207,0.16001216190138765,0.16003535320824716,0.914647132184803,0.051837792591716295,0.31677240632392417,1.5963640146119666,1.2795916082880425,0.16
0.001395801287124558,0.1700129220202244,0.17003726697135205,0.9178249668219585,0.049321505299200964,0.33539716098706684,1.608088244793112,1.2726910838060452,0.17
0.0013423993956772045,0.18001368213906108,0.18003914841286625,0.9208652526770487,0.04692566435281419,0.35388386013816436,1.619674419462212,1.2657905593240475,0.18
0.0012912572245145752,0.19001444225789782,0.19004099794607432,0.9237736333602169,0.044645034562023705,0.3722325046814382,1.6311225395234885,1.2588900348420502,0.19
0.0012422904752653204,0.20001520237673456,0.2000428159842551,0.926555553077699,0.04247457262599902,0.39044309550969875,1.642432605869752,1.2519895103600533,0.2
0.001195416977770472,0.2100159624955713,0.2100446029406823,0.9292162618075925,0.040409422027115,0.40851563350434633,1.6536046193824019,1.2450889858780556,0.21000000000000002
0.001150556709659865,0.220016722614408,0.22004635922862406,0.9317608204333199,0.03844490796682596,0.42645011953537093,1.6646385809314292,1.2381884613960583,0.22
0.0011076318094915385,0.23001748273324474,0.23004808526134327,0.9341941058300064,0.036576532348681044,0.4442465544613527,1.6755344913754135,1.2312879369140608,0.23
0.0010665665838446782,0.24001824285208148,0.24004978145209757,0.9365208158993384,0.03479996881292231,0.461904939129462,1.6862923515615256,1.2243874124320635,0.24000000000000002
0.001027287508754199,0.25001900297091817,0.25005144821413944,0.9387454745487768,0.03311105782678796,0.47942527437545984,1.696912162325526,1.2174868879500662,0.25
0.0009897232258705142,0.26001976308975494,0.2600530859607162,0.940872436611305,0.031505801834338126,0.4968075610236978,1.7073939244917669,1.2105863634680691,0.26
0.0009538045337217013,0.27002052320859166,0.2700546951050701,0.9429058927021954,0.02998036046932603,0.5140517998871181,1.7177376388731898,1.2036858389860716,0.27
0.000919464374447331,0.28002128332742837,0.28005627606043826,0.9448498740095483,0.02853104583435439,0.5311579917672545,1.7279433062713287,1.196785314504074,0.28
0.0008866378163638616,0.29002204344626514,0.29005782924005313,0.9467082570156398,0.027154317849285455,0.548126137454232,1.738010927476309,1.1898847900220768,0.29000000000000004
0.0008552620327110115,0.30002280356510186,0.3000593550571418,0.9484847681463652,0.025846779671612287,0.5649562377267667,1.7479405032668465,1.1829842655400797,0.30000000000000004
0.0008252762769169599,0.3100235636839385,0.31006085392492694,0.9501829883463271,0.024605173191248126,0.5816482933521666,1.757732034410249,1.1760837410580822,0.31
0.0007966218547079467,0.3200243238027753,0.32006232625662623,0.9518063575773492,0.023426374601951568,0.598202305086332,1.7673855216624168,1.169183216576085,0.32
0.0007692420933748226,0.330025083921612,0.33006377246545254,0.9533581792384229,0.022307390051373954,0.6146182736737551,1.7769009657678427,1.1622826920940876,0.33
0.000743082308495667,0.3400258440404487,0.34006519296461424,0.9548416245053288,0.021245351371496406,0.6308961998475197,1.7862783674596099,1.1553821676120903,0.33999999999999997
0.0007180897683997558,0.35002660415928544,0.35006658816731495,0.9562597365883728,0.02023751189101227,0.6470360843293028,1.7955177274593956,1.1484816431300928,0.35
0.0006942136566441481,0.36002736427812215,0.36006795848675377,0.9576154349068815,0.019281242331009252,0.6630379278293741,1.8046190464774696,1.1415811186480955,0.36
0.0006714050327599941,0.3700281243969589,0.3700693043361253,0.9589115191792947,0.018374026785113056,0.6789017310465957,1.813582325212694,1.1346805941660982,0.37
0.0006496167915115446,0.38002888451579564,0.3800706261286196,0.9601506734278831,0.017513458785070227,0.6946274946684229,1.822407564352524,1.1277800696841012,0.38
0.0006288036208967936,0.39002964463463236,0.3900719242774225,0.9613354698972807,0.016697237452572324,0.7102152193709041,1.8310947645730078,1.1208795452021036,0.39
0.0006089219591047768,0.4000304047534691,0.4000731991957153,0.9624683728862033,0.015923163737956294,0.7256649058186814,1.8396439265387876,1.1139790207201061,0.4
0.0005899299506309336,0.41003116487230584,0.41007445129667514,0.9635517424918763,0.015189136746256708,0.74097655466499,1.8480550509030989,1.1070784962381088,0.41000000000000003
0.0005717874017385836,0.4200319249911426,0.42007568099347503,0.9645878382668431,0.014493150150933588,0.7561501665516591,1.8563281383077705,1.1001779717561115,0.42000000000000004
0.0005544557354415638,0.43003268510997933,0.4300768886992834,0.9655788227879829,0.013833288695455883,0.7711857421091116,1.8644631893832255,1.0932774472741138,0.43000000000000005
0.0005378979461704653,0.44003344522881604,0.4400780748272651,0.9665267651376872,0.01320772478278353,0.7860832819563646,1.8724602047484815,1.086376922792117,0.44000000000000006
