mask,£kA,£kB,£kA1,£kB1,£kA0,£kB0,S,I,D,Un,Uphi,Un-Uphi
0.1,1.4135024141e-08,0.11128027679,0.45281985964,4.0431358842e-08,0.99999993295,0.00038126607389,0.099160647187,6.1588779583e-51,0.012431583069,1.8999999543451245,0.13377352012360239,1.7662264342215221
0.11,1.1518344322e-08,0.1237836783,0.45789368801,3.4077540366e-08,0.99999993419,0.00043015738853,0.11089898671,1.143815307e-50,0.012269593983,1.899999954987836,0.14880425245095955,1.7511957025368763
0.12000000000000001,9.4063171332e-09,0.13657124802,0.45794507588,2.9498178596e-08,0.99999993544,0.00048162432948,0.12287738257,2.1435936846e-50,0.012104292121,1.8999999556695155,0.1641765922353289,1.7358233634341866
0.13,7.6058891113e-09,0.14965278485,0.45567682125,2.5734629508e-08,0.99999993592,0.00053587618714,0.13507646974,4.0490967978e-50,0.011935944718,1.8999999558371656,0.17990231916663157,1.720097636670534
0.14,6.1983161039e-09,0.16303854343,0.454069033,2.261033241e-08,0.99999993581,0.00059314536044,0.14747712615,7.7003808346e-50,0.011764815659,1.899999955629893,0.19599376071665323,1.7040061949132397
0.15000000000000002,4.9793869684e-09,0.17673926103,0.44541025423,1.9985864582e-08,0.99999993503,0.00065369071549,0.16006046063,1.472740012e-49,0.011591165643,1.8999999549645743,0.21246382447350187,1.6875361304910723
0.16,3.8144595282e-09,0.19076618621,0.45747534186,1.7738110652e-08,0.99999993361,0.00071780172711,0.17280780341,2.8296546783e-49,0.011415252313,1.8999999538760042,0.22932603272918833,1.6706739211468158
0.17,2.8030267868e-09,0.20513110957,0.45700844683,1.5839558709e-08,0.99999993158,0.00078580285725,0.18570069907,5.4560703737e-49,0.011237330353,1.8999999523622013,0.24659455930550456,1.6534053930566968
0.18,2.7943438445e-08,0.21984638407,0.458100935,9.0401482672e-08,0.99999987058,0.00085805416951,0.19872089399,1.0546860054e-48,0.011057651663,1.8999999119661855,0.2642842547029927,1.6357156572631928
0.19,1.3847305857e-09,0.23492502461,0.45015595716,1.2710696497e-08,0.99999992489,0.00093498394437,0.21185037349,2.0418942099e-48,0.010876464846,1.899999947547669,0.2824107631019724,1.6175891844456967
0.2,8.1061401568e-10,0.25038061802,0.44897650668,1.1442963434e-08,0.99999991993,0.001017043739,0.22507128267,3.955406596e-48,0.010694016299,1.8999999440237894,0.3009904191863723,1.599009524837417
0.21000000000000002,9.6877524773e-11,0.26622749233,0.49851810729,1.0346510699e-08,0.99999991414,0.0011047706882,0.23836600739,7.6593236218e-48,0.010510549098,1.899999939907659,0.32004044659770164,1.5799594933099574
0.22,0.0,0.28248069665,0.44500111698,9.3695842039e-09,0.99999990652,0.0011987731952,0.25171713874,1.4812771413e-47,0.010326303485,1.8999999345639997,0.3395789365448715,1.5604209980191284
0.23,0.0,0.2991560622,0.50602381783,8.5123984502e-09,0.99999989687,0.0012997499907,0.26510748722,2.8585508e-47,0.010141516676,1.8999999278089998,0.3596249204804534,1.5403750073285465
0.24000000000000002,0.0,0.3162702531,0.50872316073,7.7519074067e-09,0.99999988432,0.0014085072159,0.27852009029,5.4998157802e-47,0.009956422754,1.8999999190239998,0.38019843100790335,1.5198014880160964
0.25,0.0,0.33384082242,0.51120141574,7.0784561505e-09,0.99999986766,0.0015259808274,0.29193822246,1.0541049516e-46,0.0097712525301,1.899999907362,0.4013205696697041,1.498679337692296
0.26,0.0,0.35188627198,0.51393852123,6.4818066562e-09,0.99999984475,0.001653263513,0.30534540663,2.0109711894e-46,0.0095862333885,1.899999891325,0.4230135787773386,1.4769863125476614
0.27,0.0,0.37042611742,0.51766998697,5.9534267612e-09,0.99999981165,0.0017916395747,0.31872542728,3.8157415665e-46,0.0094015891035,1.8999998681549999,0.44530091998332044,1.4546989481716794
0.28,0.0,0.38948095907,0.52480344631,4.5924453974e-09,3.0327848419e-07,0.63892305652,0.33176898362,7.1002153554e-46,0.009221588026,1.200000212294939,0.7404294354279922,0.4595707768669467
0.29000000000000004,0.0,0.40907255631,0.53067997015,4.213784598e-09,2.0643753337e-07,0.69331048881,0.34594889633,1.3853208168e-45,0.0090259052306,1.2000001445062733,0.7776744043019191,0.4223257402043542
0.30000000000000004,0.0,0.42922391346,0.53350372065,3.8839168685e-09,1.5495876551e-07,0.75314699721,0.36006573784,2.6821316488e-45,0.0088310928178,1.2000001084711358,0.8159835034452273,0.3840166050259085
0.31,0.0,0.44995936791,0.53600697557,3.5989397761e-09,1.2315286627e-07,0.81929470525,0.37409957835,5.1483435047e-45,0.0086374258188,1.2000000862070062,0.8554030060964655,0.3445970801105407
0.32,0.0,0.47130468865,0.53878882024,3.3556278171e-09,1.0164399638e-07,0.89280771344,0.38803090088,9.7889391888e-45,0.0084451735678,1.2000000711507974,0.8959819031192942,0.3040181680315033
0.33,0.0,0.49328718312,0.54070355503,3.1513456161e-09,8.6195966585e-08,0.97498869819,0.4018406336,1.8421455255e-44,0.0082545992563,1.2000000603371765,0.937772108835117,0.2622279515020596
0.33999999999999997,0.0,0.51593581339,0.52928990795,5.2640391926e-09,0.063395578927,0.99999991519,0.414980899,3.3507475921e-44,0.0080732635938,1.2443769052488998,0.9579678785007426,0.28640902674815716
0.35,0.0,0.5392813248,0.45764601478,5.289402316e-09,0.14742918732,0.99999991088,0.42768564905,5.9543123164e-44,0.0078979380431,1.303200431124,0.9696406342290214,0.3335597968949786
0.36,0.0,0.56335638359,0.49177515309,5.3423974873e-09,0.22679426301,0.99999990543,0.44014594437,1.042519263e-43,0.0077259859677,1.3587559841069998,0.9816781634915638,0.37707782061543604
0.37,0.0,0.58819572995,0.52896252629,5.4654107101e-09,0.30186933497,0.99999989837,0.45235720667,1.7983739829e-43,0.0075574705479,1.411308534479,0.9940978363217787,0.4172106981572212
0.38,0.0,0.61383634542,0.47108845261,5.5292867758e-09,0.37299308671,0.99999989032,0.4643152217,3.0563821083e-43,0.0073924499405,1.461095160697,1.0069181437407149,0.4541770169562851
0.39,0.0,0.64031763685,0.46906355303,5.6581994323e-09,0.44046946732,0.99999987987,0.47601614575,5.1175570651e-43,0.0072309771887,1.508328627124,1.0201587889035593,0.4881698382204407
0.4,0.0,0.66768163806,0.5297476091,5.8315220965e-09,0.50457202941,0.99999986706,0.48745651123,8.4420568361e-43,0.007073100145,1.5532004205869998,1.033840788883838,0.5193596317031619
0.41000000000000003,0.0,0.69597323242,0.53198066091,6.0249839037e-09,0.56554763708,0.99999985073,0.49863323167,1.3720658244e-42,0.006918861403,1.595883345956,1.0479865852811925,0.5478967606748075
0.42000000000000004,0.0,0.72524039899,0.53211530679,6.248328714e-09,0.62361964451,0.99999982971,0.50954360609,2.197155205e-42,0.0067682982359,1.6365337511569997,1.0626201676491394,0.5739135835078604
0.43000000000000005,0.0,0.75553448367,0.53057860018,6.5025878585e-09,0.67899062844,0.999999802,0.52018532223,3.4668184886e-42,0.0066214425532,1.6752934399079997,1.0777672089346653,0.5975262309733345
0.44000000000000006,0.0,0.78691049991,0.52795010053,6.7889829186e-09,0.73184474961,0.99999976422,0.53055645903,5.3903747525e-42,0.0064783208653,1.712291324727,1.0934552158538948,0.6188361088731051
0.45000000000000007,0.0,0.81942746217,0.52695508808,7.1089303657e-09,0.78234979886,0.99999971026,0.54065548823,8.2597070305e-42,0.0063389542624,1.747644859202,1.1097136956266895,0.6379311635753104
0.45999999999999996,0.0,0.8531487563,0.52533407342,7.5181543571e-09,0.83065897661,0.99999962663,0.55048127492,1.2474292007e-41,0.0062033584061,1.7814612836269998,1.1265743410519267,0.6548869425750732
0.47,0.0,0.88814255211,0.52064555255,7.856157375e-09,0.87691244464,0.99999948795,0.56003307728,1.8570683059e-41,0.0060715435336,1.813838711248,1.1440712373568531,0.6697674738911468
0.48,0.0,0.92448226309,0.52082903513,8.2872983326e-09,0.92123868506,0.99999920271,0.56931054511,2.7256056623e-41,0.0059435144775,1.844867079542,1.1622410909306164,0.6826259886113835
0.49,0.0,0.96224706073,0.51878486443,8.759729279e-09,0.96375569132,0.99999831826,0.5783137176,3.9444920107e-41,0.0058192706971,1.8746289839239998,1.181123487607365,0.6935054963166347
0.5,0.0015223629279,1.0,0.00034616027245,0.0045714066887,0.99999999072,0.47509619763,0.5867558201,5.5685696998e-41,0.0057027696826,1.9000000989102024,1.20091428133774,0.6990858175724624
0.51,0.040738050766,1.0,1.2375965883e-05,0.045574345414,0.99999999007,0.4739091159,0.59080030365,6.6026962006e-41,0.0056469558097,1.9000000941667154,1.2091148690827997,0.6908852250839157
0.52,0.078445442936,1.0,6.15894848e-06,0.088285738977,0.99999998939,0.47851417419,0.5948111116,7.8139753859e-41,0.0055916066599,1.9000000897839027,1.2176571477954,0.6823429419885028
0.53,0.11472991463,1.0,4.0432801908e-06,0.13281463755,0.99999998867,0.48069553647,0.59878779554,9.2297558718e-41,0.0055367284216,1.900000085755961,1.2265629275099998,0.6734371582459611
0.54,0.149670517,1.0,2.981317758e-06,0.17927957418,0.99999998791,0.4843561462,0.60272991207,1.0881039166e-40,0.0054823272135,1.9000000820467353,1.235855914836,0.6641441672107353
0.55,0.183340552,1.0,2.3451852484e-06,0.22780961817,0.99999998711,0.48701792254,0.60663702298,1.2802866112e-40,0.0054284090828,1.9000000786247933,1.2455619236339999,0.6544381549907934
0.56,0.21580808586,1.0,1.9229980074e-06,0.27854557254,0.99999998626,0.5236677219,0.61050869547,1.5034727093e-40,0.0053749800025,1.9000000754573458,1.255709114508,0.6442909609493459
0.5700000000000001,0.247136408,1.0,1.6233413759e-06,0.33164133791,0.99999998537,0.55933926503,0.61434450225,1.7620994533e-40,0.005322045869,1.9000000725272752,1.266328267582,0.6336718049452752
0.58,0.27738444283,1.0,1.40029286e-06,0.38726547183,0.99999998443,0.4942132406,0.61814402177,2.0611375629e-40,0.0052696124996,1.9000000698081039,1.2774530943659999,0.622546975442104
0.59,0.30660712075,1.0,1.228297892e-06,0.44560297775,0.99999998343,0.49601308731,0.6219068384,2.4061382574e-40,0.0052176856301,1.9000000672783117,1.2891205955499998,0.6108794717283119
