D_vals,𝜋1,𝜋2,𝜋3,S4,I4,Ud,m
0.0018294866014381106,0.10000600846316714,0.10001626236077345,0.10003277235201413,0.9326116238752393,0.04364807521008294,1.1499969957684162,0.1
0.0017531949878881016,0.11000660930948385,0.11001777540421316,0.11003549218980087,0.9346523293844038,0.04197432297588364,1.1449966953452582,0.11
0.0016803205984760865,0.12000721015580057,0.12001926880037665,0.1200381237189236,0.9366199486213888,0.04036579355610526,1.1399963949220997,0.12000000000000001
0.0016107289145717014,0.13000781100211728,0.13002074278255854,0.1300406699212047,0.938516976848412,0.038820145905123137,1.1349960944989415,0.13
0.0015442887625422496,0.140008411848434,0.14002219758405166,0.1400431336977913,0.9403458347859477,0.03733511113263757,1.1299957940757832,0.14
0.001480872408604606,0.15000901269475073,0.15002363343814692,0.15004551787077086,0.9421088703132844,0.035908490821700494,1.1249954936526243,0.15000000000000002
0.001420355633557382,0.1600096135410674,0.16002505057813346,0.1600478251847712,0.943808360151324,0.03453815536451476,1.1199951932294663,0.16
0.0013626177888157829,0.17001021438738415,0.17002644923729862,0.17005005830854522,0.9454465115269122,0.03322204231671447,1.1149948928063078,0.17
0.0013075418351494868,0.18001081523370083,0.18002782964892797,0.18005221983653896,0.9470254638180465,0.031958154770787055,1.1099945923831496,0.18
0.0012550143654930365,0.19001141608001756,0.19002919204630525,0.1900543122904447,0.9485472901793398,0.030744559749251072,1.1049942919599913,0.19
0.0012049256131604718,0.20001201692633427,0.20003053666271256,0.20005633812073778,0.9500139991471742,0.029579386618157278,1.099993991536833,0.2
0.0011571694467519137,0.210012617772651,0.21003186373143018,0.21005829970819812,0.9514275362240263,0.028460825521437232,1.0949936911136744,0.21000000000000002
0.0011116433529909258,0.2200132186189677,0.2200331734857367,0.2200601993654154,0.9527897854414729,0.02738712583658134,1.0899933906905162,0.22
0.0010682484086787095,0.23001381946528443,0.23003446615890907,0.2300620393382791,0.9541025709014446,0.026356594652086646,1.084993090267358,0.23
0.0010268892428953133,0.24001442031160114,0.24003574198422256,0.24006382180745228,0.9553676582953224,0.0253675952670756,1.0799927898441997,0.24000000000000002
0.0009874739905201492,0.25001502115791785,0.2500370011949506,0.25006554888982957,0.9565867564005144,0.024418545713448633,1.0749924894210412,0.25
0.0009499142380847485,0.26001562200423456,0.2600382440243653,0.26006722263998,0.9577615185541888,0.023507917300896426,1.0699921889978827,0.26
0.0009141249629108082,0.27001622285055127,0.2700394707057369,0.27006884505157297,0.9588935441038686,0.022634233185062334,1.0649918885747245,0.27
0.0008800244664264802,0.280016823696868,0.2800406814723342,0.2800704180587898,0.9599843798346382,0.02179606695911142,1.059991588151566,0.28
0.0008475343024943381,0.29001742454318474,0.2900418765574243,0.2900719435377182,0.9610355213727322,0.02099204126892888,1.0549912877284076,0.29000000000000004
0.0008165792015258426,0.30001802538950145,0.3000430561942728,0.30007342330773124,0.9620484145653179,0.020220826452139917,1.0499909873052493,0.30000000000000004
0.0007870869910998155,0.3100186262358181,0.3100442206161436,0.31007485913285154,0.9630244568363127,0.019481139201111556,1.0449906868820908,0.31
0.0007589885137467579,0.3200192270821348,0.32004537005629935,0.32007625272309814,0.9639649985180979,0.018771741250068412,1.0399903864589328,0.32
0.0007322175425071068,0.3300198279284516,0.33004650474800107,0.3300776057358185,0.9648713441590345,0.018091438086425663,1.0349900860357741,0.33
0.0007067106948198342,0.34002042877476824,0.34004762492450813,0.34007891977700433,0.9657447538066979,0.01743907768641567,1.029989785612616,0.33999999999999997
0.0006824073452484149,0.35002102962108494,0.3500487308190787,0.3500801964025919,0.9665864442667811,0.016813549275058515,1.0249894851894576,0.35
0.0006592495375041782,0.36002163046740165,0.3600498226649693,0.3600814371197458,0.967397590337647,0.016213782110502204,1.019989184766299,0.36
0.0006371818961824542,0.37002223131371836,0.3700509006954351,0.3700826433881276,0.9681793260205225,0.01563874429273371,1.0149888843431405,0.37
0.0006161515385849288,0.38002283216003513,0.3800519651437298,0.3800838166211483,0.9689327457053561,0.015087441596640064,1.0099885839199827,0.38
0.000596107986961962,0.39002343300635184,0.3900530162431056,0.390084958187205,0.9696589053323856,0.014558916329376094,1.0049882834968242,0.39
0.0005770030814716519,0.40002403385266855,0.4000540542268136,0.40008606941090186,0.9703588235294762,0.014052246211974841,0.9999879830736658,0.4
0.0005587908941177402,0.41002463469898526,0.4100550793281033,0.41008715157425435,0.9710334827253148,0.013566543285116809,0.9949876826505071,0.41000000000000003
0.0005414276438962971,0.420025235545302,0.42005609178022296,0.42008820591787877,0.9716838302385631,0.013100952838954877,0.9899873822273488,0.42000000000000004
0.0005248716133512383,0.43002583639161873,0.4300570918164194,0.4300892336421652,0.9723107793430925,0.012654652366873968,0.9849870818041904,0.43000000000000005
0.0005090830667111303,0.44002643723793544,0.4400580796699382,0.4400902359084347,0.9729152103094333,0.012226850543046695,0.9799867813810323,0.44000000000000006
0.000494024169754302,0.45002703808425215,0.45005905557402365,0.4500912138400803,0.9734979714226016,0.011816786223630525,0.9749864809578739,0.45000000000000007
0.000479658911525951,0.4600276389305688,0.4600600197619188,0.46009216852369234,0.9740598799764673,0.01142372747143569,0.9699861805347161,0.45999999999999996
0.0004659530280095313,0.4700282397768855,0.47006097246686557,0.4700931010101683,0.9746017232448523,0.011046970603878804,0.964985880111557,0.47
0.0004528739278352524,0.4800288406232022,0.48006191392210423,0.48009401231580545,0.9751242594295562,0.01068583926402277,0.9599855796883985,0.48
0.00044039062009076707,0.49002944146951893,0.4900628443608742,0.4900949034233787,0.9756282185855233,0.010339683514490456,0.9549852792652407,0.49
0.000428473644283114,0.5000300423158357,0.5000637640164136,0.5000957752832023,0.976114303523375,0.010007878954027171,0.9499849788420824,0.5
0.0004170950024864684,0.5100306431621524,0.5100646731219594,0.5100966288141746,0.9765831906895462,0.009689825856474897,0.944984678418924,0.51
0.00040622809369726773,0.5200312440084691,0.5200655719107471,0.5200974649048082,0.9770355310242707,0.009384948331910482,0.9399843779957651,0.52
0.0003958476504066172,0.5300318448547858,0.5300664606160115,0.5300982844142436,0.9774719507976771,0.009092693509689187,0.9349840775726073,0.53
0.00038592967738950486,0.5400324457011025,0.5400673394709861,0.5400990881732455,0.9778930524242619,0.008812530743125525,0.929983777149449,0.54
0.00037645139270117245,0.5500330465474192,0.550068208708903,0.5500998769851851,0.9782994152560156,0.008543950835534053,0.9249834767262901,0.55
0.00036739117086285875,0.560033647393736,0.5600690685629939,0.560100651627006,0.9786915963544939,0.008286465287344162,0.9199831763031323,0.56
0.0003587284882120442,0.5700342482400528,0.5700699192664889,0.5701014128501722,0.9790701312421158,0.008039605563995255,0.9149828758799738,0.5700000000000001
0.00035044387038613505,0.5800348490863694,0.5800707610526167,0.5801021613816021,0.9794355346330054,0.007802922384311119,0.9099825754568152,0.58
0.00034251884190319705,0.5900354499326861,0.5900715941546057,0.5901028979245863,0.9797883011436695,0.007575985029045669,0.9049822750336574,0.59
0.00033493587779877786,0.6000360507790028,0.6000724188056832,0.6001036231596872,0.9801289059838387,0.007358380669286041,0.8999819746104989,0.6
0.00032767835727401607,0.6100366516253195,0.6100732352390751,0.6101043377456258,0.9804578056277816,0.007149713714393212,0.8949816741873404,0.61
0.0003207305193070101,0.6200372524716362,0.6200740436880064,0.6201050423201491,0.9807754384664209,0.006949605179155291,0.889981373764182,0.62
0.0003140774201767989,0.6300378533179529,0.6300748443857013,0.6301057375008834,0.981082225440585,0.006757692069823896,0.8849810733410235,0.63
0.00030770489284720124,0.6400384541642696,0.640075637565383,0.6401064238861717,0.9813785706557194,0.006573626788699792,0.8799807729178655,0.64
0.00030159950815612893,0.6500390550105863,0.6500764234602737,0.6501071020558928,0.9816648619784056,0.006397076556930442,0.8749804724947072,0.65
0.0002957485377547952,0.6600396558569032,0.6600772023035948,0.660107772572267,0.9819414716150205,0.006227722855178604,0.8699801720715488,0.66
0.0002901399187404163,0.6700402567032199,0.6700779743285668,0.6701084359806433,0.982208756672885,0.006065260881818476,0.8649798716483896,0.67
0.00028476221992552504,0.6800408575495365,0.6800787397684089,0.6801090928102715,0.9824670597042426,0.005909399028313453,0.8599795712252316,0.6799999999999999
0.0002796046096868436,0.6900414583958532,0.6900794988563405,0.6901097435750593,0.9827167092334237,0.0057598583714274995,0.8549792708020734,0.69
0.00027465682533676087,0.7000420592421699,0.7000802518255789,0.70011038877431,0.9829580202675349,0.00561637218192064,0.8499789703789149,0.7
0.00026990914396077427,0.7100426600884866,0.7100809989093412,0.7101110288934463,0.9831912947910344,0.005478685449377801,0.8449786699557569,0.71
0.00026535235466480626,0.7200432609348033,0.720081740340844,0.7201116644047191,0.9834168222445379,0.005346554422819425,0.8399783695325986,0.72
0.00026097773217701804,0.73004386178112,0.7300824763533025,0.7301122957678957,0.9836348799882079,0.005219746166741767,0.8349780691094397,0.73
0.00025677701174960744,0.7400444626274367,0.7400832071799314,0.7401129234309374,0.9838457337500843,0.0050980381322347015,0.829977768686281,0.74
0.00025274236530708637,0.7500450634737535,0.7500839330539447,0.7501135478306548,0.9840496380597004,0.00498121774282497,0.8249774682631226,0.75
0.0002488663787886496,0.7600456643200703,0.7600846542085558,0.7601141693933524,0.9842468366673414,0.004869081994693417,0.8199771678399648,0.76
0.00024514203063345606,0.770046265166387,0.7700853708769768,0.7701147885354527,0.9844375629492936,0.004761437070915452,0.8149768674168067,0.77
0.00024156267135892547,0.7800468660127037,0.7800860832924198,0.7801154056641065,0.984622040299435,0.004658097969375257,0.8099765669936478,0.78
0.00023812200418351612,0.7900474668590204,0.790086791688096,0.7901160211777865,0.9848004825075141,0.004558888144005503,0.8049762665704903,0.79
0.00023481406664683203,0.8000480677053371,0.8000874962972158,0.800116635466862,0.9849730941244655,0.004463639159006102,0.7999759661473314,0.8
