,m,p,q,ICphi,ICn,πB,πA,πA0,πB0,πA1,πB1,S3,I3,D_vals,Uphi,Un,Ud
0,0.1,0.7011336804694437,0,1.1102230246251565e-16,-0.11336769273271119,0.15871476982579602,0.0,0.2720824625585074,0.0,0.0,0.0,0.10391296714521493,0.35668046114835406,0.012521280369083366,0.19045772379095524,1.390457723790955,1.1999999999999997
1,0.11,0.7090254118101041,0,5.551115123125783e-17,-0.1247020304759856,0.17458284266638002,0.0,0.29928487314236574,0.0,0.0,0.0,0.11702603392109195,0.35121928658789686,0.012357979688129291,0.20949941119965604,1.409499411199656,1.2
2,0.12000000000000001,0.7170963402129713,0,5.551115123125783e-17,-0.13603595666778157,0.1904503393348943,0.0,0.3264862960026759,0.0,0.0,0.0,0.1304423110892225,0.3453684794407352,0.012190296115019573,0.22854040720187316,1.428540407201873,1.2
3,0.13,0.7253526448919899,0,-1.1102230246251565e-16,-0.14736947893950414,0.20631727051530552,0.0,0.3536867494548096,0.0,0.0,0.0,0.14412181825643866,0.33916733492937623,0.012018660019132326,0.2475807246183667,1.4475807246183665,1.1999999999999997
4,0.14,0.7338007924664038,0,-5.551115123125783e-17,-0.15870260492112398,0.2221836468895735,0.0,0.3808862518106975,0.0,0.0,0.0,0.15802616102587588,0.33265358822644153,0.01184348855636136,0.26662037626748825,1.466620376267488,1.1999999999999997
5,0.15000000000000002,0.7424475538669508,0,0.0,-0.17003534224119665,0.23804947913767513,0.0,0.4080848213788717,0.0,0.0,0.0,0.1721185264879891,0.3258634189636495,0.011665186172680284,0.28565937496521016,1.48565937496521,1.2
6,0.16,0.7513000224496416,0,0.0,-0.1813676985268775,0.2539147779376284,0.0,0.43528247646450585,0.0,0.0,0.0,0.18636367615803795,0.3188314582943311,0.011484145023214137,0.30469773352515406,1.5046977335251541,1.2000000000000002
7,0.17,0.7603656334189689,0,-5.551115123125783e-17,-0.19269968140394067,0.26977955396551695,0.0,0.46247923536945773,0.0,0.0,0.0,0.20072793645838974,0.31159079841112675,0.011300745315064125,0.3237354647586204,1.5237354647586203,1.2
8,0.18,0.7696521846723278,0,0.0,-0.20403129849679558,0.28564381789551385,0.0,0.4896751163923095,0.0,0.0,0.0,0.2151791868445464,0.304173004419959,0.011115355581539824,0.34277258147461664,1.5427725814746167,1.2000000000000002
9,0.19,0.7791678591884654,0,1.1102230246251565e-16,-0.21536255742850408,0.3015075803999058,0.0,0.5168701378284098,0.0,0.0,0.0,0.22968684567423303,0.2966081284709444,0.0109283328949425,0.36180909647988696,1.561809096479887,1.2
