mask,£kA,£kB,£kA1,£kB1,£kA0,£kB0,S,I,D,Un,Uphi,Un-Uphi
0.1,5.2484552093e-08,0.11111955271,0.43349365385,6.8740623456e-08,0.22859656644,0.096445342487,0.86378711794,9.3286564658e-36,0.0018797377725,0.9900044099739972,0.06778425427372567,0.9222201557002715
0.11,4.8027340679e-08,0.12360489583,0.42554957593,6.412858175e-08,0.25145619666,0.10558643447,0.86903551765,1.1091865665e-35,0.0018073098565,0.9940048441301171,0.07490602690692838,0.9190988172231888
0.12000000000000001,4.5227127857e-08,0.13637399662,0.4214181992,6.0411878125e-08,0.27431582817,0.11460708409,0.87411530368,1.308406005e-35,0.0017372088093,0.99800527888769,0.08209873895497485,0.9159065399327151
0.13,4.2566419516e-08,0.14943663998,0.42190396703,5.7390380877e-08,0.29717546147,0.1234975249,0.87902943632,1.531434442e-35,0.0016693937787,1.0020057140189447,0.08936483662260336,0.9126408773963413
0.14,4.0024273162e-08,0.16280306577,0.4293296688,5.4920464153e-08,0.32003509614,0.13224690561,0.88378092264,1.7788438627e-35,0.0016038232675,1.0060061494475367,0.09670687987697783,0.909299269570559
0.15000000000000002,3.8660762306e-08,0.17648399554,0.43023548023,5.2902117374e-08,0.34289473126,0.14084313505,0.88837281192,2.0508145321e-35,0.0015404551955,1.010006585180933,0.10412754911891818,0.9058790360620148
0.16,3.7067261313e-08,0.1904906618,0.43133924855,5.1257463617e-08,0.36575436748,0.14927269866,0.89280819122,2.3470895135e-35,0.0014792469611,1.0140070210759973,0.1116296524563307,0.9023773686196666
0.17,3.6023638722e-08,0.20483483799,0.43206758293,4.9928420892e-08,0.38861400419,0.15752044443,0.89709018097,2.6669393612e-35,0.0014201555026,1.018007457166925,0.1192161332567409,0.8987913239101842
0.18,3.4676365339e-08,0.21952887221,0.44484591742,4.8870888541e-08,0.41147364176,0.16556932559,0.90122193056,3.0091390973e-35,0.0013631373583,1.0220078933844923,0.1268900785335435,0.8951178148509488
0.19,3.3779182222e-08,0.234585722,0.43382994875,4.8048942341e-08,0.43433327953,0.1734000963,0.90520661406,3.3719591393e-35,0.001308148726,1.0260083296832878,0.1346547276786339,0.891353602004654
0.2,3.3088434664e-08,0.25001899299,0.44468084089,4.743880961e-08,0.45719291784,0.18099094407,0.90904742596,3.7531712926e-35,0.0012551455218,1.0300087661552229,0.1425134820996093,0.8874952840556136
0.21000000000000002,3.2296593894e-08,0.26584297972,0.44491864809,4.7013446695e-08,0.48005255646,0.1883170475,0.912747577,4.1500702898e-35,0.0012040834374,1.0340092026524905,0.150469915422502,0.8835392872299885
0.22,3.1810611764e-08,0.28207270961,0.44655499946,4.6761738691e-08,0.50291219537,0.19535003941,0.91631029012,4.5595107065e-35,0.0011549179964,1.0380096392577567,0.1585277845067207,0.879481854751036
0.23,3.1472551842e-08,0.29872399086,0.44719521227,4.6668946944e-08,0.52577183453,0.20205734946,0.91973879641,4.9779583987e-35,0.0011076046096,1.042010075932001,0.16669104139373184,0.8753190345382692
0.24000000000000002,3.1509680934e-08,0.31581346359,0.43678733695,4.6725130649e-08,0.54863147383,0.20840139641,0.92303633125,5.401554992e-35,0.0010620986288,1.0460105126728192,0.17496384612180518,0.871046666551014
0.25,3.1392211676e-08,0.33335865562,0.43724698304,4.6922790604e-08,0.57149111349,0.21433858499,0.92620613053,5.8261933835e-35,0.0010183553987,1.0500109494707404,0.183350580630398,0.8666603688403424
0.26,3.1367620704e-08,0.35137804196,0.43766359446,4.7256497708e-08,0.59435075335,0.21981805405,0.92925142693,6.2476017636e-35,0.00097633030843,1.0540113863177982,0.19185586367157415,0.8621555226462241
0.27,3.1061529995e-08,0.36989111018,0.45350008567,4.7722574312e-08,0.61721039353,0.22478009582,0.93217544636,6.6614333331e-35,0.00093597884025,1.0580118232059021,0.2004845671284931,0.857527256077409
0.28,3.1364298467e-08,0.38891843004,0.4477127926,4.8319012121e-08,0.64007003373,0.22915414664,0.93498140451,7.0633586881e-35,0.00089725661771,1.0620122601486413,0.20924183345464034,0.8527704266940009
0.29000000000000004,3.1817680991e-08,0.40848173062,0.43865543193,4.9045047979e-08,0.66292967409,0.23285619985,0.93767250352,7.4491578071e-35,0.0008601194514,1.0660126971313233,0.2181330949073935,0.8478796022239298
0.30000000000000004,3.2158145629e-08,0.42860398265,0.44338684155,4.9925476725e-08,0.68578931478,0.23578544578,0.94025192874,7.8148086426e-35,0.00082452338342,1.0700131341756078,0.22716409414552552,0.8428490400300823
0.31,3.253110456e-08,0.44930948827,0.43916548845,5.0889591905e-08,0.70864895544,0.23781985065,0.94272284565,8.1565695567e-35,0.00079042472997,1.074013571201527,0.23634090674095892,0.8376726644605681
0.32,3.3023949021e-08,0.47062397923,0.43939892734,5.2012878954e-08,0.73150859636,0.23881025811,0.94508839694,8.4710531576e-35,0.00075778012227,1.078014008291395,0.24566996558570783,0.8323440427056871
0.33,3.3557158545e-08,0.49257472356,0.43961436728,5.3275271462e-08,0.75436823744,0.2385724128,0.9473516996,8.7552895153e-35,0.00072654654554,1.0820144454099414,0.2551580876934022,0.8268563577165392
0.33999999999999997,3.4183508783e-08,0.51519064184,0.43983304928,5.4682012675e-08,0.77722787868,0.23687599005,0.94951584229,9.0067772115e-35,0.00069668137634,1.0860148825625755,0.2648125032050227,0.8212023793575528
0.35,3.4903792796e-08,0.53850243438,0.43888652817,5.6239503238e-08,0.80008752007,0.2334292374,0.95158388276,9.2235211955e-35,0.00066814241798,1.090015319744478,0.2746408871855663,0.8153744325589116
