D_vals,π1,π2,S3,I3,Uphi,Un,Ud,m
0.0021475322874990955,0.10000760118836728,0.10002329941942087,0.8856503426481699,0.07545102703617844,0.15602034474486698,1.11601730426952,0.9599969595246531,0.1
0.0020767518250311766,0.110008361307204,0.11002544204500796,0.889409088982308,0.07239160720461381,0.17118213910161992,1.1271787945787384,0.9559966554771184,0.11
0.0020082622373105235,0.12000912142604074,0.12002755203025156,0.8930338602006367,0.06945107839724528,0.18626389221776413,1.138260243647348,0.9519963514295837,0.12000000000000001
0.001942007618645221,0.13000988154487747,0.13002962972942997,0.8965290607527175,0.0666253292839902,0.20126560467915647,1.1492616520612056,0.9479960473820491,0.13
0.0018779322959140295,0.14001064166371419,0.14003167549681683,0.8998989751849176,0.06391036402504324,0.21618727706598256,1.1601830204004968,0.9439957433345143,0.14
0.0018159808979731867,0.15001140178255093,0.15003368968668124,0.9031477702127667,0.061302300232768975,0.23102890995275677,1.1710243492397363,0.9399954392869796,0.15000000000000002
0.00175609842151249,0.16001216190138765,0.1600356726532875,0.906279496811155,0.058797366915793674,0.24579050390832202,1.1817856391477668,0.9359951352394448,0.16
0.0016982302933222049,0.1700129220202244,0.17003762475089557,0.9092980923191056,0.0563919024085596,0.26047205949585045,1.1924668906877607,0.9319948311919102,0.17
0.001642322428948878,0.18001368213906108,0.18003954633376082,0.9122073825560171,0.054082352289454336,0.27507357727284304,1.2030681044172185,0.9279945271443755,0.18
0.0015883212877340195,0.19001444225789782,0.1900414377561342,0.9150110839464011,0.05186526729047843,0.28959505779113,1.213589280887971,0.923994223096841,0.19
0.0015361739242446605,0.20001520237673456,0.2000432993722621,0.9177128056503042,0.04973730120127368,0.30403650159687073,1.224030420646177,0.9199939190493063,0.2
0.001485828036118996,0.2100159624955713,0.2100451315363867,0.920316051696727,0.04769520877019371,0.31839790923055405,1.2343915242323256,0.9159936150017716,0.21000000000000002
0.0014372320083635912,0.220016722614408,0.22004693460274574,0.9228242231174905,0.04573584360496439,0.3326792812269982,1.2446725921812352,0.911993310954237,0.22
0.001390334954150976,0.23001748273324474,0.23004870892557275,0.9252406200791365,0.04385615607535219,0.34688061811535104,1.2548736250220531,0.9079930069067021,0.23
0.0013450867521777766,0.24001824285208148,0.2400504548590969,0.9275684440105703,0.04205319122013109,0.3610019204190903,1.2649946232782576,0.9039927028591673,0.24000000000000002
0.0013014380806538749,0.25001900297091817,0.2500521727575431,0.929810799724273,0.040324086660516935,0.37504318865602293,1.2750355874676558,0.8999923988116328,0.25
0.0012593404480023495,0.26001976308975494,0.2600538629751324,0.9319706975290389,0.038666070522119275,0.38900442333828655,1.2849965181023846,0.895992094764098,0.26
0.0012187462203583554,0.27002052320859166,0.2700555258660813,0.9340510553322979,0.03707645936734688,0.40288562497234814,1.2948774156889116,0.8919917907165634,0.27
0.0011796086459623157,0.28002128332742837,0.28005716178460255,0.9360547007302004,0.03555265614009142,0.41668679405900516,1.304678280728034,0.8879914866690288,0.28
0.0011418818765491492,0.29002204344626514,0.29005877108490463,0.9379843730837456,0.0340921481244067,0.4304079310933854,1.3143991137148794,0.883991182621494,0.29000000000000004
0.0011055209858406856,0.30002280356510186,0.3000603541211921,0.9398427255793408,0.032692504918797854,0.44404903656494615,1.3240399151389055,0.8799908785739594,0.30000000000000004
0.0010704819852528167,0.3100235636839385,0.3100619112476656,0.9416323272722762,0.031351376427633616,0.45761011095747617,1.3336006854839009,0.8759905745264247,0.31
0.0010367218369325875,0.3200243238027753,0.3200634428185219,0.9433556651117015,0.03006649087109918,0.47109115474909413,1.3430814252279841,0.87199027047889,0.32
0.0010041984642431112,0.330025083921612,0.3300649491879536,0.9450151459457761,0.028835652815012602,0.48449216841224935,1.3524821348436045,0.8679899664313551,0.33
0.0009728707598162605,0.3400258440404487,0.3400664307101498,0.9466130985057635,0.027656741221738675,0.49781315241372204,1.3618028147975425,0.8639896623838205,0.33999999999999997
0.0009426985912942076,0.35002660415928544,0.35006788773929565,0.9481517753679217,0.026527707523345836,0.511054107214623,1.3710434655509087,0.8599893583362858,0.35
0.0009136428048815628,0.36002736427812215,0.36006932062957264,0.949633354892129,0.025446573718069347,0.5242150332703941,1.3802040875591453,0.8559890542887512,0.36
0.0008856652268296602,0.3700281243969589,0.3700707297351583,0.9510599431362594,0.024411430491061648,0.5372959310308081,1.3892846812720245,0.8519887502412165,0.37
0.0008587286629739692,0.38002888451579564,0.38007211541022684,0.9524335757454105,0.023420435360333773,0.5502968009399688,1.3982852471336504,0.8479884461936816,0.38
0.0008327968964443775,0.39002964463463236,0.3900734780089486,0.9537562198151485,0.022471810848716647,0.5632176434363114,1.4072057855824585,0.843988142146147,0.39
0.0008078346836664351,0.4000304047534691,0.4000748178854904,0.9550297757280186,0.021563842682598273,0.5760584589526021,1.4160462970512144,0.8399878380986123,0.4
0.0007838077487695754,0.41003116487230584,0.4100761353940154,0.9562560789626329,0.020694878018124245,0.5888192479159384,1.4248067819670163,0.8359875340510778,0.41000000000000003
0.0007606827765158595,0.4200319249911426,0.4200774308886837,0.9574369018747133,0.019863323695481504,0.6015000107477498,1.4334872407512926,0.8319872300035428,0.42000000000000004
0.0007384274038599893,0.43003268510997933,0.43007870472365123,0.9585739554495346,0.019067644521821567,0.6141007478637966,1.4420876738198047,0.8279869259560081,0.43000000000000005
0.0007170102102482896,0.44003344522881604,0.44007995725307114,0.9596688910252767,0.018306361583317672,0.6266214596741712,1.4506080815826448,0.8239866219084736,0.44000000000000006
