mask,£kA,£kB,£kA1,£kB1,£kA0,£kB0,£kA11,£kB11,£kA10,£kB10,£kA01,£kB01,£kA00,£kB00,S,I,D,Un,Uphi,Un-Uphi
0.42000000000000004,6.7581879209e-08,0.72418126968,0.43029390758,1.2414165398e-07,0.61922782482,0.99999930269,0.48143270175,0.42547282957,0.49659155581,0.61938667811,3.1135888032e-07,5.6079594387e-07,0.99999670423,0.5736221227,0.97012972763,7.8907600684e-28,0.00041220975865,2.209613088129765,1.5139836706519525,0.6956294174778124
0.43000000000000005,6.9740193047e-08,0.75443110904,0.4301256964,1.2821771631e-07,0.67459881495,0.9999991491,0.48146224573,0.42557106022,0.49650872746,0.67475618346,2.9473291534e-07,6.8048558705e-07,0.99999583499,0.57360208888,0.97116546357,7.6333878117e-28,0.00039791660279,2.237298512706996,1.5563398359051088,0.6809586768018872
0.44000000000000006,7.208254822e-08,0.78576129912,0.42994140429,1.3261257715e-07,0.72745294237,0.99999893891,0.48149239914,0.4256856298,0.49642295245,0.7276088513,2.8239393238e-07,8.4356470514e-07,0.99999460426,0.57356920741,0.97215295712,7.372992689e-28,0.0003842891918,2.2637254955946173,1.600208696738298,0.6635167988563193
0.45000000000000007,7.4623280403e-08,0.81823076809,0.42974068507,1.3734825327e-07,0.77795799801,0.99999863742,0.48152343805,0.42581942951,0.49633400276,0.77811247487,2.7334889257e-07,1.0765032062e-06,0.99999277641,0.5735039217,0.97309384931,7.1110552631e-28,0.00037130487958,2.2889779300720505,1.6456727659623345,0.643305164109716
0.45999999999999996,7.7378779208e-08,0.85190280913,0.42952270838,1.4244928388e-07,0.8262671823,0.99999817509,0.48155578505,0.42597555921,0.49624172995,0.82642025788,2.6693169159e-07,1.4323226366e-06,0.99998987317,0.57340617598,0.97398974773,6.8489757806e-28,0.00035894148131,2.3131324135398152,1.692820669118116,0.6203117444216992
0.47,8.0367765503e-08,0.88684549227,0.42928636116,1.479429957e-07,0.87252065738,0.99999738944,0.481589886,0.42615746359,0.49614596664,0.87267236699,2.6268570082e-07,2.0348876403e-06,0.99998476521,0.57327559155,0.97484222639,6.5880674668e-28,0.00034717727579,2.336259023387165,1.7417477214180004,0.5945113019691648
0.48,8.3611637241e-08,0.92313212366,0.42903022818,1.5385980951e-07,0.91684690521,0.99999579241,0.48162622089,0.42636892266,0.49604652733,0.91699729048,2.602948126e-07,3.2561771752e-06,0.99997403314,0.57311193971,0.97565282556,6.3295513348e-28,0.00033599100729,2.358421995690846,1.7925565713671388,0.5658654243237073
0.49,8.7134860518e-08,0.96084175896,0.42875262193,1.6023364507e-07,0.95936391945,0.99999093997,0.48166533866,0.42661423597,0.49594323462,0.95951303083,2.5954167099e-07,6.9587990065e-06,0.99994044323,0.57291483724,0.97642305168,6.0745524345e-28,0.00032536188683,2.379680320650056,1.8453579203485944,0.5343224003014615
0.5,5.7959815593e-05,0.99999991814,0.05404349841,0.00017600478371,0.99999983458,0.58520230343,0.47388512762,0.95371561268,0.99406160189,0.99999973923,0.00015854502106,0.50196127204,0.58168808985,0.52210397574,0.97715265599,5.8250091449e-28,0.0003152933474,2.4000432369476417,1.9000333083630223,0.5000099285846193
0.51,0.039273774463,0.99999991461,7.9589973284e-05,0.040999528345,0.99999982774,0.58552164157,0.47386273712,0.9997839392,0.99999168421,0.99999971686,0.00016322424543,0.50197323912,0.58176221886,0.52215857929,0.97742334435,5.7606867023e-28,0.00031155784802,2.407886054094573,1.9081978589308333,0.4996881951637395
0.52,0.07698120929,0.99999991108,4.0493927941e-05,0.083524034648,0.99999982052,0.58567670125,0.47386358154,0.99989015246,0.99999576823,0.99999969131,0.00016776490267,0.50198053377,0.58183503974,0.52217716515,0.97769016557,5.6963352782e-28,0.00030787571518,2.4154271479647935,1.9167026846685784,0.4987244632962151
0.53,0.11326572156,0.99999990736,2.7461480628e-05,0.12785809258,0.99999981292,0.58582121529,0.47386189921,0.99992563509,0.99999712974,0.9999996619,0.00017251348349,0.50198747347,0.58190280419,0.52219347323,0.97795314464,5.6319850236e-28,0.00030424660394,2.422683674753259,1.9255694166889183,0.49711425806434084
0.54,0.14820636255,0.99999990345,2.095235898e-05,0.17411971633,0.99999980491,0.58595546723,0.47385758195,0.99994337296,0.9999978099,0.99999962769,0.00017748422803,0.50199406014,0.58196566685,0.52220758743,0.97821230652,5.5676656796e-28,0.00030067017002,2.429671443861368,1.9348216574254913,0.49484978643587674
0.55,0.18187643436,0.99999989933,1.7053992508e-05,0.22243741022,0.99999979646,0.58607967178,0.47385051922,0.99995400244,0.99999821739,0.99999958746,0.00018269224378,0.50200029342,0.58202372807,0.5222195673,0.97846767608,5.5034065975e-28,0.00029714607004,2.4364051148540287,1.9444851073909044,0.49192000746312425
0.56,0.2143440032,0.99999989498,1.4461555607e-05,0.2729513608,0.99999978753,0.58619404468,0.47384091919,0.99996107121,0.99999848851,0.9999995395,0.00018815481842,0.50200617666,0.58207711663,0.52222947687,0.97871927815,5.4392367236e-28,0.00029367396152,2.442898300303188,1.9545878033337343,0.48831049696945383
0.5700000000000001,0.24567235869,0.9999998904,1.2615743777e-05,0.32581479519,0.9999997781,0.58629878999,0.47382788305,0.99996611156,0.99999868168,0.99999948142,0.00019388744695,0.50201169846,0.58212589204,0.52223736676,0.97896713747,5.3751845835e-28,0.00029025350289,2.449163657009985,1.9651603907891853,0.4840032662207998
0.58,0.27592042597,0.99999988555,1.1233061199e-05,0.38119553538,0.99999976812,0.58639449653,0.47388681632,0.99996944758,0.99999882616,0.99999940971,0.00020007394763,0.50201744796,0.58217350092,0.52224399848,0.97921127872,5.3112782761e-28,0.00028688435365,2.4552129930601723,1.9762364004935133,0.4789765925666589
0.59,0.30514313375,0.99999988043,1.0168566544e-05,0.43927776946,0.99999975755,0.58648073518,0.47381177456,0.99997238836,0.99999893809,0.99999931899,0.00020642739649,0.50202242894,0.58221360937,0.5222479821,0.97945172654,5.2475454284e-28,0.00028356617381,2.4610572479524557,1.9878527323354147,0.473204515617041
0.6,0.33339175188,0.99999987501,9.3200811572e-06,0.50026411355,0.99999974635,0.58655740278,0.47377076513,0.999975112,0.99999902723,0.9999992007,0.0002129251135,0.50202614443,0.5822458742,0.52224955615,0.97968850547,5.1840132186e-28,0.00028029862454,2.466706671314755,2.0000499172310353,0.46665675408371987
0.61,0.36071418512,0.99999986926,8.629734927e-06,0.56437796016,0.99999973446,0.58662576641,0.47374507159,0.99997699925,0.99999909985,0.99999904029,0.0002199629937,0.50203024684,0.58227741848,0.52224998383,0.97992163997,5.1207083696e-28,0.00027708136836,2.4721708940005667,2.012872559488735,0.45929833451183155
0.62,0.3871552492,0.99999986316,8.0587351942e-06,0.63186621684,0.99999972183,0.58668556258,0.47371533453,0.99997856105,0.99999916004,0.99999881059,0.00022739304248,0.50203399133,0.58230490445,0.52224869025,0.98015115448,5.0576570913e-28,0.00027391406824,2.477458854038635,2.0263700753418963,0.4510887786967386
0.63,0.41275691409,0.99999985668,7.5797054324e-06,0.70300248433,0.9999997084,0.5867370051,0.4736829768,0.99997987151,0.99999921066,0.99999845485,0.00023524783094,0.50203737845,0.58232844966,0.52224573412,0.98037707331,4.9948851037e-28,0.00027079638828,2.482578944985333,2.040597184103063,0.4419817608822698
0.64,0.43755852662,0.99999984978,7.1731104526e-06,0.77809076344,0.99999969409,0.58678030617,0.47364618835,0.99998098504,0.99999925377,0.99999783105,0.00024356243833,0.50204040412,0.58234812614,0.52224117011,0.98059942076,4.9324176174e-28,0.00026772799357,2.487539035669509,2.0556146852217787,0.43192435044773037
0.65,0.46159701229,0.99999984243,6.8246146496e-06,0.85746979795,0.99999967882,0.58681568265,0.47360539476,0.99998193967,0.99999929086,0.9999964555,0.00025237754595,0.50204306987,0.58236404542,0.52223505747,0.980818221,4.8702793239e-28,0.00026470855017,2.4923465108566463,2.071490326350865,0.42085618450578144
0.66,0.48490705869,0.9999998346,6.523488132e-06,0.94151818386,0.99999966252,0.58684335079,0.47356034829,0.99998276502,0.99999932304,0.99999092533,0.00026173760902,0.50204537362,0.58237629626,0.52222745236,0.98103349818,4.8084943849e-28,0.00026173772514,2.497008307652114,2.0882998256691936,0.40870848198292054
0.67,0.50752129237,0.99999983281,0.029761543485,0.99999811969,0.99999966417,0.58657671255,0.0011121342845,0.99998397328,0.99999933295,0.78505515536,0.030905378681,0.50201338948,0.57836741599,0.52143643606,0.98124210233,4.7485657621e-28,0.00025885898788,2.504551303879978,2.099995937347062,0.4045553665329158
0.6799999999999999,0.52947037565,0.99999982417,0.11143737856,0.99999802328,0.99999964754,0.58675947235,0.000286404847,0.9999831829,0.99999929942,0.78532868826,0.12563998614,0.5020164465,0.57831111568,0.52145449245,0.98144124446,4.691878771e-28,0.0002561108265,2.517720555200678,2.099995735643558,0.41772481955712015
0.69,0.55078325321,0.9999998149,0.18451641971,0.9999979192,0.99999962973,0.5869363082,0.00016708691798,0.99998232558,0.99999926345,0.78559437677,0.22648773166,0.50201892887,0.5782505744,0.52147109486,0.98163730322,4.6355144392e-28,0.00025340521563,2.530508091820479,2.0999955171473204,0.4305125746731586
0.7,0.5714871911,0.99999980494,0.25028809161,0.999997807,0.99999961061,0.58710767693,0.00011931178175,0.9999813993,0.99999922481,0.7858713555,0.33405999594,0.50202104966,0.57818502067,0.52148634416,0.98183029807,4.5794906667e-28,0.00025074188668,2.5429302725093432,2.0999952812579425,0.4429349912514007
0.71,0.59160791917,0.99999979421,0.30979623152,0.99999768588,0.99999959005,0.58727308241,9.3605071206e-05,0.9999803968,0.99999918321,0.78616032063,0.44905255561,0.50202281629,0.57811890067,0.52150032721,0.98202024839,4.523824946e-28,0.00024812057223,2.5550025348475525,2.0999950261574374,0.4550075086901151
0.72,0.61116973782,0.99999978264,0.36389490104,0.99999755442,0.99999956788,0.58743370279,7.7565604801e-05,0.99997930944,0.99999913834,0.78644473171,0.57226060848,0.50202425855,0.57804801428,0.5215129411,0.98220717348,4.4685343582e-28,0.00024554100602,2.5667394588331636,2.0999947495191407,0.4667447093140229
0.73,0.63019561592,0.99999977011,0.41328963805,0.99999741218,0.99999954393,0.58758888734,6.6619465672e-05,0.99997812731,0.99999908981,0.78677267082,0.70459718406,0.50202536345,0.57797378507,0.5215244021,0.98239109254,4.4136355692e-28,0.00024300292299,2.57815482547669,2.0999944491572555,0.47816037631943464
0.74,0.64870728079,0.99999975653,0.45856839863,0.99999725733,0.99999951798,0.587738984,5.8690008852e-05,0.99997683964,0.9999990372,0.78709978794,0.84711580708,0.50202616239,0.57789635045,0.5215346833,0.98257202469,4.3591448268e-28,0.00024050605929,2.589261670909237,2.099994122108058,0.48926754880117906
0.75,0.66672530014,0.99999974427,0.50022492212,0.99999737719,0.99999949665,0.58759762649,0.0011377413218,0.99998299555,0.99999899885,0.77440248527,0.99994474277,0.50234567844,0.57787897414,0.52158741883,0.9827499743,4.3050904747e-28,0.00023805035465,2.6000718065368744,2.099995357258138,0.5000764492787364
0.76,0.68426916424,0.99999972859,0.53867740106,0.99999722505,0.99999946679,0.58769509537,0.14381295423,0.99998219097,0.99999893973,0.77421793829,0.99994398705,0.5023595678,0.57784986139,0.5216017802,0.98292283313,4.2533139542e-28,0.00023566490275,2.6105979617405612,2.0999951229722735,0.5106028387682877
0.77,0.70135734336,0.9999997113,0.57428170852,0.999997045,0.9999994338,0.58780139571,0.25888654957,0.99998103451,0.99999887414,0.77464990877,0.9999403859,0.50235791756,0.57781515047,0.52161308058,0.98309284676,4.2019428087e-28,0.00023331871473,2.620850729373587,2.0999948076467176,0.5208559217268696
0.78,0.7180073638,0.99999969233,0.60734298436,0.99999684668,0.99999939763,0.58790315835,0.35366021871,0.99997975856,0.9999988022,0.77508285427,0.99993642141,0.5023558596,0.57777790684,0.5216234394,0.98326003195,4.1509914701e-28,0.00023101155902,2.6308406074703967,2.0999944600153686,0.5308461474550281
0.79,0.7342358645,0.99999967142,0.63812428758,0.99999662748,0.99999935782,0.58800047498,0.43307018543,0.99997834587,0.99999872301,0.77553043898,0.99993204602,0.50235341906,0.5777381982,0.52163289111,0.98342440539,4.1004740345e-28,0.00022874320563,2.640577579187106,2.0999940754376243,0.5405835037494815
0.8,0.75005865243,0.99999964829,0.66685360437,0.99999638422,0.99999931382,0.58809348217,0.50057225093,0.99997677526,0.99999863545,0.77599309684,0.99992719836,0.50235060036,0.57769610145,0.52164147261,0.98358598366,4.0504042209e-28,0.00022651342553,2.6500711285431047,2.099993648238951,0.5500774803041537
