D_vals,𝜋1,𝜋20,𝜋21,𝜋30,𝜋31,𝜋32,S4,I4,Ud,m
0.0004515048104667602,0.44002643723793544,0.7858550991217437,0.0,1.0,0.3638010504994587,0.0,0.9747776632553853,0.010364397597094548,0.9799867813810319,0.44000000000000006
0.0004385544484442152,0.45002703808425215,0.8183294211524705,0.0,1.0,0.3890494882148957,0.0,0.9753659827911353,0.009948774855096853,0.9749864809578739,0.45000000000000007
0.0004261538613826347,0.4600276389305688,0.8520066079877799,0.0,1.0,0.41320017152614613,0.0,0.9759311181893627,0.009552489258540275,0.9699861805347156,0.45999999999999996
0.0004142819943807537,0.4700282397768855,0.8869547544740367,0.0,1.0,0.43632316977810737,0.0,0.9764739143794953,0.009174779469235918,0.9649858801115574,0.47
0.00040291844688457627,0.4800288406232022,0.9232471941279858,0.0,1.0,0.45848271321285666,0.0,0.9769951900390119,0.008814908654567032,0.9599855796883989,0.48
0.0003920434625064432,0.49002944146951893,0.9609630127924005,0.0,1.0,0.4797377887963295,0.0,0.9774957381006338,0.00847216399937968,0.95498527926524,0.49
0.0003816460257274682,0.5000300423158357,1.0,0.00018760139253820533,1.0,0.5001426923557002,0.0,0.9779757344291794,0.008146448048222852,0.949984978842082,0.5
0.0003733390737187574,0.5100306431621524,1.0,0.039400213601916645,1.0,0.5205575064021397,0.0,0.9783159259731846,0.007957090572836436,0.9449846784189238,0.51
0.0003653098975949948,0.5200312440084691,1.0,0.07710462857989964,1.0,0.54182306005489,0.0,0.9786472675344662,0.007773211821714922,0.9399843779957653,0.52
0.0003575498178086036,0.5300318448547858,1.0,0.11338621642113321,1.0,0.5639936658517375,0.0,0.9789699788194128,0.007594665487953659,0.9349840775726073,0.53
0.000350050390331604,0.5400324457011025,1.0,0.1483240235095471,1.0,0.5871283599747156,0.0,0.9792842746209982,0.007421308546389169,0.9299837771494488,0.54
0.0003428034028098009,0.5500330465474192,1.0,0.18199134740114642,1.0,0.6112914271936497,0.0,0.9795903648792325,0.007253001212317388,0.9249834767262906,0.55
0.0003358008706909381,0.560033647393736,1.0,0.21445625011221994,1.0,0.6365529974060306,0.0,0.9798884547417066,0.007089606900131398,0.9199831763031316,0.56
0.00032903503333170684,0.5700342482400528,1.0,0.24578201737721012,1.0,0.662989725430616,0.0,0.9801787446242232,0.006930992181887949,0.9149828758799734,0.5700000000000001
0.0003224983500882769,0.5800348490863694,1.0,0.27602757039714637,1.0,0.6906855679330481,0.0,0.9804614302715045,0.006777026745811904,0.9099825754568152,0.58
0.0003161834963948027,0.5900354499326861,1.0,0.3052478357153613,1.0,0.7197326740702643,0.0,0.9807367028179681,0.006627583354747243,0.9049822750336569,0.59
0.00031008335983415326,0.6000360507790028,1.0,0.3334940781056291,1.0,0.750232409758495,0.0,0.9810047488485616,0.006482537804563351,0.8999819746104987,0.6
0.00030419103620490793,0.6100366516253195,1.0,0.360814200717213,1.0,0.7822965395535367,0.0,0.9812657504596499,0.006341768882524749,0.8949816741873404,0.61
0.0002984998255884577,0.6200372524716362,1.0,0.38725301617361546,1.0,0.8160485951832924,0.0,0.9815198853199438,0.006205158325632425,0.8899813737641824,0.62
0.00029300322841986377,0.6300378533179529,1.0,0.4128524918524007,1.0,0.8516254660528741,0.0,0.9817673267314644,0.006072590778944622,0.8849810733410233,0.63
0.00028769494156593363,0.6400384541642696,1.0,0.4376519721700341,1.0,0.8891792548932593,0.0,0.9820082436905346,0.005943953753884595,0.879980772917865,0.64
0.00028256885441379446,0.6500390550105863,1.0,0.46168838034811993,1.0,0.9288794515944316,0.0,0.982242800948793,0.005819137586542903,0.874980472494707,0.65
0.00027761904497306526,0.6600396558569032,1.0,0.48499640183725473,1.0,0.9709154907471115,0.0,0.9824711590742179,0.005698035395981274,0.8699801720715481,0.66
0.0002731140445482282,0.6700402567032199,1.0,0.5076086513148638,1.0,1.0,0.030071771829635965,0.9826934745121583,0.005580543042545086,0.8649798716483901,0.67
0.0002692670358720655,0.6800408575495365,1.0,0.5295558249479343,1.0,1.0,0.11171249386071154,0.9829098996463649,0.005466559086191232,0.8599795712252316,0.6799999999999999
0.0002655260318019227,0.6900414583958532,1.0,0.5508668394155112,1.0,1.0,0.18476159883471127,0.9831205828600131,0.005355984744837923,0.8549792708020734,0.69
0.00026188824058858817,0.7000420592421699,1.0,0.5715689590149783,1.0,1.0,0.2505075266661928,0.9833256685967128,0.0052487238527427925,0.8499789703789151,0.7
0.0002583509451138071,0.7100426600884866,1.0,0.5916879120269638,1.0,1.0,0.3099933549754141,0.9835252974214967,0.0051446828189155025,0.8449786699557567,0.71
0.0002549115017118514,0.7200432609348033,1.0,0.611247997383172,1.0,1.0,0.3640725513602356,0.9837196060817863,0.0050437705855708274,0.8399783695325984,0.72
0.00025156733898835937,0.73004386178112,1.0,0.6302721825669928,1.0,1.0,0.41345018456218796,0.9839087275683216,0.004945898586627999,0.8349780691094402,0.73
0.00024831595663692873,0.7400444626274367,1.0,0.6487821935762265,1.0,1.0,0.4587138348539525,0.9840927911760571,0.004850980706262003,0.8299777686862815,0.74
0.0002451549242539169,0.7500450634737535,1.0,0.66679859768879,1.0,1.0,0.5003570873252795,0.9842719225650131,0.0047589332375122155,0.8249774682631232,0.75
0.0002420818801518957,0.7600456643200703,1.0,0.6843408796942875,1.0,1.0,0.5387976046191654,0.984446243821081,0.004669674840953681,0.8199771678399652,0.76
0.00023909453017218182,0.770046265166387,1.0,0.70142751218546,1.0,1.0,0.5743911842019287,0.9846158735167729,0.004583126503436164,0.8149768674168063,0.77
0.00023619064649684914,0.7800468660127037,1.0,0.718076020442599,1.0,1.0,0.6074428038655929,0.9847809267719143,0.004499211496895905,0.8099765669936481,0.78
0.00023336806646061722,0.7900474668590204,1.0,0.7343030423900316,1.0,1.0,0.6382153823234392,0.9849415153142747,0.004417855337244893,0.8049762665704898,0.79
0.00023062469136298015,0.8000480677053371,1.0,0.7501243840558675,1.0,1.0,0.6669367879603112,0.9850977475401295,0.004338985743342258,0.7999759661473311,0.8
