D_vals,π1,π2,S3,I3,Uphi,Un,Ud,m
0.0482618007102148,0.10000760118836728,0.10040393320317785,0.8887955786916303,0.07287162261851285,0.18527129641350176,1.335267495819318,1.1499961994058163,0.1
0.046528314556102075,0.110008361307204,0.11043920278615833,0.892745560897377,0.06966431398832476,0.20324285765766598,1.348238677004064,1.144995819346398,0.11
0.04485800373433601,0.12000912142604074,0.12047358352394144,0.8965436258385532,0.06659170041187147,0.22111348972113046,1.36110892900811,1.1399954392869796,0.12000000000000001
0.043248981216430095,0.13000988154487747,0.13050708608966616,0.9001951603089691,0.06364875132067059,0.23888321271497695,1.3738782719425382,1.1349950592275613,0.13
0.04169938782584376,0.14001064166371419,0.14053972115266708,0.9037053921439885,0.06083058948804428,0.25655204653441177,1.3865467257025545,1.1299946791681428,0.14
0.040207393661062144,0.15001140178255093,0.1505714993785125,0.9070793933036287,0.05813248799047524,0.27412001085888427,1.3991143099676089,1.1249942991087245,0.15000000000000002
0.03877119938256988,0.16001216190138765,0.16060243142904282,0.9103220829708416,0.055549867153838806,0.2915871251522049,1.4115810442015109,1.119993919049306,0.16
0.03738903736756732,0.1700129220202244,0.17063252796240863,0.9134382306603241,0.053078291489149915,0.3089534086626619,1.4239469476525497,1.1149935389898877,0.17
0.03605917273656542,0.18001368213906108,0.18066179963310894,0.9164324593334698,0.050713466622226366,0.3262188804231369,1.4362120393536064,1.1099931589304695,0.18
0.034779904256242264,0.19001444225789782,0.19069025709202939,0.9193092485152745,0.04845123622144165,0.3433835592512194,1.4483763381222705,1.1049927788710512,0.19
0.03354956512315251,0.20001520237673456,0.20071791098648006,0.9220729374092594,0.046287578927517524,0.3604474637493194,1.460439862560952,1.0999923988116327,0.2
0.03236652363304677,0.2100159624955713,0.2107447719602339,0.9247277280066649,0.044218605289092563,0.3774106123047802,1.4724026310569944,1.0949920187522142,0.21000000000000002
0.031229183740692373,0.220016722614408,0.22077085065356464,0.9272776881863929,0.04224055470759455,0.3942730230899887,1.4842646617827846,1.089991638692796,0.22
0.03013598551518374,0.23001748273324474,0.23079615770328482,0.9297267548023666,0.040349792394745315,0.41103471406248576,1.4960259726958633,1.0849912586333776,0.23
0.029085405495794855,0.24001824285208148,0.24082070374278366,0.9320787367551759,0.03854280634583208,0.427695702965074,1.5076865815390332,1.0799908785739594,0.24000000000000002
0.028075956953462516,0.25001900297091817,0.2508444994020653,0.9343373180450585,0.036816204331691846,0.4442560073259258,1.5192465058404667,1.0749904985145409,0.25
0.02710619006299586,0.26001976308975494,0.2608675553077867,0.9365060608034536,0.035166710912176255,0.46071564445868946,1.5307057629138119,1.0699901184551224,0.26
0.026174691991088905,0.27002052320859166,0.2708898820832951,0.9385884083005314,0.03359116447368835,0.47707463146259405,1.542064369858298,1.064989738395704,0.27
0.025280086905171716,0.28002128332742837,0.2809114903486666,0.9405876879262808,0.03208651429321615,0.4933329852225536,1.5533223435588395,1.0599893583362858,0.28
0.024421035908072784,0.29002204344626514,0.29093239072074345,0.9425071141428851,0.030649817631124378,0.5094907224092698,1.5644797006861373,1.0549889782768673,0.29000000000000004
0.023596236903383864,0.30002280356510186,0.30095259381317224,0.9443497914062875,0.02927823685481125,0.5255478594793341,1.5755364576967832,1.049988598217449,0.30000000000000004
0.022804424396320425,0.3100235636839385,0.3109721102364416,0.946118717054983,0.02796903659518485,0.5415044126753272,1.5864926308333578,1.0449882181580306,0.31
0.022044369234758304,0.3200243238027753,0.32099095059792,0.9478167841642354,0.0267195809377708,0.5573603980259196,1.5973482361245317,1.039987838098612,0.32
0.021314878295001335,0.330025083921612,0.3310091255018933,0.9494467843640395,0.02552733065012172,0.5731158313459688,1.6081032893851628,1.034987458039194,0.33
0.020614794116699652,0.3400258440404487,0.34102664554960277,0.9510114106192944,0.02438984044706616,0.5887707282366171,1.6187578062163928,1.0299870779797757,0.33999999999999997
0.01994299449119256,0.35002660415928544,0.35104352133928285,0.9525132599707814,0.02330475629520541,0.6043251040853871,1.6293118020057444,1.0249866979203572,0.35
0.019298392007398257,0.36002736427812215,0.3610597634661984,0.9539548362356607,0.022269812757942455,0.6197789740662766,1.6397652919272154,1.0199863178609387,0.36
0.018679933559214032,0.3700281243969589,0.37107538252268285,0.9553385526663187,0.02128283038220887,0.6351323531398524,1.6501182909413727,1.0149859378015202,0.37
0.01808659981822961,0.38002888451579564,0.38109038909817555,0.9566667345665193,0.020341713127941193,0.6503852560533425,1.6603708137954447,1.0099855577421022,0.38
0.01751740467538916,0.39002964463463236,0.3911047937792594,0.957941621863912,0.019444445841248457,0.6655376973407274,1.6705228750234111,1.0049851776826837,0.39
0.016971394655072303,0.4000304047534691,0.4011186071496985,0.9591653716380635,0.018589091772108268,0.6805896913228311,1.6805744889460965,0.9999847976232654,0.4
0.016447648304895257,0.41003116487230584,0.41113183979047585,0.9603400606032777,0.01777379013732778,0.6955412521074086,1.6905256696712554,0.9949844175638468,0.41000000000000003
0.015945275564366486,0.4200319249911426,0.42114450227983063,0.9614676875455554,0.01699675372940985,0.7103923935892356,1.7003764310936644,0.9899840375044289,0.42000000000000004
0.015463417115364487,0.43003268510997933,0.43115660519329596,0.9625501757131574,0.016256266571872582,0.7251431294501941,1.7101267868952044,0.9849836574450103,0.43000000000000005
0.0150012437172411,0.44003344522881604,0.4411681591037361,0.9635893751603009,0.015550681621482558,0.7397934731593587,1.7197767505449506,0.9799832773855919,0.44000000000000006
