,m,ICphi,ICn,P2phi,P3phi,GRBT fatalities,SRA1 fatalities,SRA2 fatalities,Optimal fatalities
0,0.1,1.9191315203670456e-12,-0.15608503581239552,0.7834992785649247,0.7064332363134707,0.9462748212822752,0.950039877910538,0.9489321882948334,0.94827546299
1,0.11,2.4175106361212784e-12,-0.17110636497245424,0.7644703211435292,0.6798557763802864,0.9374564896439493,0.9421322932652976,0.9406543465454811,0.93963782433
2,0.12000000000000001,-1.6243117961778353e-12,-0.18603392051707024,0.7456143437992735,0.6539124673512685,0.9281856975296275,0.9338769147974456,0.9319694154320539,0.93051779488
3,0.13,1.0626499680199686e-12,-0.2008706731652452,0.726931346532157,0.6286020059054553,0.9185009678508662,0.9253105664897252,0.9229144066043178,0.92095076971
4,0.14,1.456945675215593e-12,-0.21561951769223242,0.7084213293421803,0.6039226939601162,0.9084395400578424,0.9164679156721008,0.913524925663781,0.91097169592
5,0.15000000000000002,2.8786972805505684e-12,-0.2302832757283102,0.6900842922293426,0.579872450897413,0.8980374191112147,0.907381592628723,0.9038352215878241,0.90061505683
6,0.16,-1.4120926650207366e-12,-0.2448646984837426,0.6719202351936446,0.5564488253695764,0.8873294168233671,0.8980822999910758,0.8938782300144686,0.88991484618
7,0.17,9.166001291305292e-13,-0.2593664693197584,0.6539291582350859,0.5336490067025037,0.8763491863144263,0.8885989131756465,0.8836856110807899,0.87890454396
8,0.18,-2.8754776337791554e-13,-0.27379120626977826,0.6361110613536672,0.5114698359223699,0.8651292502780602,0.87895857296758,0.8732877824588657,0.86761708943
9,0.19,-2.9412028368369647e-12,-0.28814146439739585,0.6184659445493879,0.4899078164212703,0.853701023711096,0.869186771214551,0.8627139481888618,0.85608484682
10,0.2,1.605937605120289e-12,-0.3024197380902711,0.6009938078222479,0.4689591242841975,0.842094831723286,0.8593074304747701,0.8519921238685693,0.84433957192
11,0.21000000000000002,9.64783808399261e-14,-0.31662846328044747,0.5836946511722475,0.44861961829517877,0.8303399230125735,0.8493429783571342,0.8411491587217149,0.83241237439
12,0.22,3.5864644587491057e-12,-0.3307700195166148,0.5665684745993865,0.4288848496363052,0.8184644795635946,0.8393144171981751,0.8302107550329098,0.82033367803
13,0.23,1.4084289290394736e-12,-0.34484673202754434,0.5496152781036652,0.409750071301552,0.8064956231014371,0.8292413896379495,0.8192014854048526,0.80813317897
14,0.24000000000000002,2.5568436257117355e-13,-0.35886087363713237,0.5328350616850833,0.3912102472346441,0.7944594188115297,0.8191422405839578,0.8081448082627134,0.79583980228
15,0.25,9.663381206337363e-13,-0.3728146666540888,0.5162278253436409,0.373260061210802,0.7823808768147616,0.8090340759874866,0.797063082001305,0.78348165711
16,0.26,-3.842814955135054e-12,-0.38671028467252877,0.4997935690793379,0.355893925473319,0.7702839518682478,0.7989328187993765,0.785977578142282,0.77108599131
17,0.27,-4.425126931550949e-12,-0.40054985428121825,0.4835322928921746,0.3391059891376957,0.758191541743008,0.7888532624213259,0.7749084938409921,0.75867914529
18,0.28,-1.2717604747081168e-12,-0.4143354567498452,0.4674439967821508,0.3228901463791701,0.7461254847111998,0.7788091219237306,0.7638749640555373,0.74628650616
19,0.29000000000000004,0.040831440148199505,-0.30866690759132975,0.45152868074926633,0.30502802228386877,0.7341288506076248,0.7688130832611044,0.7528950736639202,0.7341676215
20,0.30000000000000004,0.09123153898637049,-0.2754834761294904,0.4357863447935213,0.28719230189517425,0.7221574189797533,0.7588768506808083,0.7419858697887607,0.72212174882
21,0.31,0.14303818170831084,-0.24139253462087673,0.420216988914916,0.26982924683298426,0.7102226077536171,0.7490111924896389,0.731163374562881,0.71010961602
22,0.32,0.19631384320948464,-0.20635362436871563,0.4048206131134501,0.25294156276125623,0.6983443389566405,0.7392259853154173,0.7204425985430551,0.69815191784
23,0.33,0.2511247238800416,-0.17032387558147022,0.3895972173891237,0.2365317193109319,0.6865421037991464,0.7295302569767005,0.7098375549533822,0.6862689606
24,0.33999999999999997,0.3075410318952454,-0.13325782465816305,0.374546801741937,0.22060195069557978,0.6748349175542485,0.7199322280527902,0.6993612749141337,0.67448061081
25,0.35,0.3656372915626207,-0.09510721460858917,0.35966936617188955,0.20515425631769518,0.6632412730899745,0.7104393522280528,0.6890258237865725,0.66280624194
26,0.36,0.42549268057577994,-0.05582077676378727,0.3449649106789817,0.19019040136582308,0.6517790933225015,0.7010583554689305,0.6788423187392374,0.65126467974
27,0.37,0.4871913993868062,-0.015343991697891912,0.3304334352632132,0.17571191740266406,0.6404656828846031,0.691795274078674,0.6703589777286625,0.63987414632
28,0.38,0.3380317368098864,0.012877756740489854,0.39729406062711387,0.17971726825978093,0.6624552774907996,0.6826554916635889,0.6624552774907996,0.63104651477
29,0.39,0.35385530651206176,0.020144642756628306,0.38684218039118945,0.1752594438235975,0.6546520368486798,0.673643775035158,0.6546520368486798,0.62277478117
30,0.4,0.3696584517122494,0.027391104270779287,0.3766137249942259,0.17089799251892962,0.6469503620952013,0.6647643090647718,0.6469503620952013,0.61462196564
31,0.41000000000000003,0.3854417512681372,0.03461772014063036,0.3666063382174216,0.16663191958431164,0.639351252819998,0.6560207305015743,0.639351252819998,0.60659160833
32,0.42000000000000004,0.40120577246121036,0.04182505764766686,0.3568176638419755,0.16246019282361213,0.6318556037346096,0.6474161607591826,0.6318556037346096,0.59868719637
33,0.43000000000000005,0.41695107137134757,0.04901367287176717,0.34724534564908555,0.1583817448086312,0.6244642066116611,0.6389532376734175,0.6244642066116611,0.59091216017
34,0.44000000000000006,0.432678193238637,0.0561841110530199,0.33788702741995047,0.15439547503579326,0.617177752334059,0.6306341462307121,0.617177752334059,0.58326986956
35,0.45000000000000007,0.448387672812947,0.06333690694129301,0.32874035293576864,0.15050025203742237,0.6099968330499257,0.6224606482652753,0.6099968330499257,0.57576362991
36,0.45999999999999996,0.46408003469175974,0.07047258513406907,0.3198029659777387,0.14669491544806768,0.60292194442871,0.6144341111223693,0.60292194442871,0.56929400641
37,0.47,0.4797557936467569,0.07759166040302956,0.31107251032705885,0.14297827802631888,0.5959534880136865,0.6065555352850283,0.5959534880136865,0.56382706689
38,0.48,0.49541545493962014,0.0846946380098561,0.30254662976492763,0.13934912763253668,0.5890917736658027,0.5988255809621076,0.5890917736658027,0.55846245
39,0.49,0.5110595146274908,0.09178201401169006,0.2942229680725436,0.13580622916289745,0.5823370220936112,0.5912445936366457,0.5823370220936112,0.553195348
